protocol,strategy_name,strategy_type,base_candidate,cap_label,transaction_cost_mode,n_observations,start_date,end_date,frequency,cumulative_return,annualized_return,annualized_volatility,sharpe,sortino,calmar,max_drawdown,average_turnover,total_transaction_cost,mean_transaction_cost,average_max_weight,average_effective_number_of_assets,mean_cash_weight,cash_above_10_rate,mean_btc_weight,mean_cash_transaction_cost_contribution,mean_btc_transaction_cost_contribution,std_sharpe,worst_max_drawdown,dsr_score,median_aligned_seed_dsr_n25,date_averaged_dsr_n25,dsr_method,n_aligned_seeds,aggregation_method,expected_seed_estimand,seed_dispersion_status,type,dsr_available,sortino_score,calmar_score,drawdown_score,stability_score,discipline_score,robust_score,mandate_bucket,recovery_required,drawdown_multiplier,mandate_aware_score,rank_mandate_aware,rank_robust,rank_sharpe
zero_cash,rolling_risk_parity_inverse_vol_12p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.4420456073541174,0.0870721448064411,0.1123861908810632,0.7993464897270386,1.202231112672235,0.3224996963238565,-0.269991400919034,0.065611942559803,0.0044355847235422,1.945431896290477e-05,0.3811193362167304,3.350499299521307,0.0,0.0,0.0947035708641524,0.0,7.91491306368035e-06,,-0.269991400919034,0.3685038203948592,,0.3685038203948592,aligned_single_history_n25,1,single_deterministic_aligned_history,,not_observed_neutral_not_zero_in_stability_component,benchmark,True,0.6648792133054586,0.35873551600106907,0.7764426449063697,0.5829327934719108,1.0,0.5400337680629098,eligible_red,0.36984687750108136,0.6301531224989186,0.3403039651996994,11,7,6
zero_cash,V5_no_volatility_block_cap_0p50,TD3,V5_no_volatility_block,0p50,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.25859828617200165,0.0525765436050555,0.1208053719342258,0.5059126924324209,0.7161811237470675,0.2280510051677962,-0.2736497203961881,0.41952524107793254,0.026103251820968086,0.00011448794658319337,0.4934377478474876,2.8006662863090668,0.24155553827371962,0.6890350877192983,0.09719205908823875,0.0,6.1308209902845e-05,0.2399223104075714,-0.4454422845198692,0.2070326524268207,0.2070326524268207,0.22059231648654992,median_dsr_across_full_oos_seed_histories_n25,10,mean_of_metrics_across_ten_full_oos_seed_histories,True,observed_across_ten_full_oos_seed_histories,td3,True,0.5035893373013304,0.2974809945909371,0.7688279164135959,0.8233734028188355,0.6554824561403508,0.4527595126574402,eligible_red,0.3767462174661108,0.6232537825338892,0.2821840788419499,12,13,14
zero_cash,60_40_SPY_TLT,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.1706897429322378,0.0365960183849269,0.1250640395691306,0.3496406498886238,0.4356431213797056,0.1473985162481731,-0.2482794217772905,0.0,0.0,0.0,0.5999999999999998,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,,-0.2482794217772905,0.1029155098073227,,0.1029155098073227,aligned_single_history_n25,1,single_deterministic_aligned_history,,not_observed_neutral_not_zero_in_stability_component,benchmark,True,0.4104961562556169,0.2451739742517729,0.8216357526263541,0.5964907257879062,0.9846153846153847,0.3941338837471878,eligible_yellow,0.33028152876205247,0.6697184712379476,0.26395874208624154,13,15,17
zero_cash,V8_ewma_garch_vol_current_cap_uncapped,TD3,V8_ewma_garch_vol_current,uncapped,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.2579953162043174,0.048248478954693676,0.17401530089892564,0.33167020380509826,0.4199520729756645,0.22604162068120903,-0.2825870759872734,0.5303995489340851,0.03733966239360223,0.00016377044909474662,0.8773893414866458,1.31072419329337,0.4134890078325156,0.5394736842105263,0.1679077577403812,0.0,0.00011420584368674196,0.3062343992900931,-0.41362007935239653,0.07700936569968414,0.07700936569968414,0.18556534695911708,median_dsr_across_full_oos_seed_histories_n25,10,mean_of_metrics_across_ten_full_oos_seed_histories,True,observed_across_ten_full_oos_seed_histories,td3,True,0.40528926949678973,0.29617781205290206,0.7502249658800276,0.5547699078033403,0.5741682671929598,0.3601153750418297,eligible_red,0.39389738674719,0.60610261325281,0.21826686988536875,14,16,18
zero_cash,momentum_winner_12p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,2.164517510799018,0.3004846187538317,0.3614291915419867,0.8971611533196885,1.6398602522661376,0.9713956605816546,-0.3093328814892037,0.4561403508771929,0.0444,0.0001947368421052,1.0,1.0,0.1096491228070175,0.1096491228070175,0.3771929824561403,0.0,0.0001447368421052,,-0.3093328814892037,0.5501316104886295,,0.5501316104886295,aligned_single_history_n25,1,single_deterministic_aligned_history,,not_observed_neutral_not_zero_in_stability_component,benchmark,True,0.8101012095387743,0.7795757759248522,0.6945540359654631,0.5583662107896389,0.7451754385964913,0.680253378642922,not_eligible,0.4478755006553396,0.5521244993446603,0.0,15,3,3
zero_cash,Equal_Weight_Risky,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.6595907740907703,0.1224723954714679,0.1627739712718562,0.7913205232039137,1.1821249668671356,0.400742544729944,-0.3056136591486704,0.0,0.0,0.0,0.25,4.0,0.0,0.0,0.25,0.0,0.0,,-0.3056136591486704,0.3660421342444989,,0.3660421342444989,aligned_single_history_n25,1,single_deterministic_aligned_history,,not_observed_neutral_not_zero_in_stability_component,benchmark,True,0.6582072292755923,0.4094797685070274,0.7022955327112451,0.5606886598133736,1.0,0.5347632357178977,not_eligible,0.44012049369229067,0.5598795063077093,0.0,15,9,8
zero_cash,risk_adjusted_momentum_winner_12p_12p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.6182270832452723,0.1160294822516032,0.309098785780903,0.5018355888550975,0.6472036645041498,0.2365100068483016,-0.4905901606354652,0.3596491228070175,0.03,0.0001315789473684,1.0,1.0,0.0,0.0,0.2149122807017544,0.0,7.456140350877193e-05,,-0.4905901606354652,0.1913265528577525,,0.1913265528577525,aligned_single_history_n25,1,single_deterministic_aligned_history,,not_observed_neutral_not_zero_in_stability_component,benchmark,True,0.48069999237413014,0.30296706425696035,0.31727015557801663,0.44518104667340497,0.8,0.3462400051875869,not_eligible,0.9630559182905727,0.03694408170942731,0.0,15,17,15
zero_cash,BuyHold_BTC-USD,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.7074443774278996,0.1297733389675517,0.5131787191095913,0.4918542301179646,0.3953367308720968,0.2018200052378735,-0.6430152393197859,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,-0.6430152393197859,0.1685161342431157,,0.1685161342431157,aligned_single_history_n25,1,single_deterministic_aligned_history,,not_observed_neutral_not_zero_in_stability_component,benchmark,True,0.39712096260213636,0.28046892881056845,0.0,0.35,0.8,0.2610728185554757,not_eligible,1.80124002518919,0.0,0.0,15,18,16
zero_cash,BuyHold_TLT,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,-0.3401236119888653,-0.090453722230371,0.1516641905461336,-0.5489279650114005,-0.8013945473501016,-0.2306366139027145,-0.3921915115720767,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,-0.3921915115720767,0.00084321222468,,0.00084321222468,aligned_single_history_n25,1,single_deterministic_aligned_history,,not_observed_neutral_not_zero_in_stability_component,benchmark,True,0.0,0.0,0.5220852356585315,0.5066255706975594,0.8,0.16922830608593967,not_eligible,0.6452550746477187,0.3547449253522813,0.0,15,19,19
bil_cash,BuyHold_GLD,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,1.4988884808017944,0.2322936188088433,0.1654320005729825,1.3474054884786069,2.2927257862918013,1.3389979519584156,-0.1734831770796148,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,-0.1734831770796148,0.7703032434109172,,0.7703032434109172,aligned_single_history_n25,1,single_deterministic_aligned_history,,not_observed_neutral_not_zero_in_stability_component,benchmark,True,1.0,1.0,0.8495524807074988,0.6048657442122496,0.8,0.8590104195506251,clean_mandate,0.20989672837708917,0.7901032716229108,0.6787069428451181,1,1,1
