profile,strategy_name,strategy_type_old,strategy_group_old,feasible_old,failed_constraints_old,max_drawdown_pass_old,annualized_volatility_pass_old,average_effective_number_of_assets_pass_old,average_turnover_pass_old,max_drawdown_old,max_drawdown_limit_old,annualized_volatility_old,max_annualized_volatility_limit_old,average_max_weight_old,average_effective_number_of_assets_old,min_effective_assets_limit_old,average_turnover_old,max_average_turnover_limit_old,sharpe_old,calmar_old,sortino_old,annualized_return_old,protocol,strategy_type_aligned,strategy_group_aligned,feasible_aligned,failed_constraints_aligned,max_drawdown_pass_aligned,annualized_volatility_pass_aligned,average_effective_number_of_assets_pass_aligned,average_turnover_pass_aligned,max_drawdown_aligned,max_drawdown_limit_aligned,annualized_volatility_aligned,max_annualized_volatility_limit_aligned,average_max_weight_aligned,average_effective_number_of_assets_aligned,min_effective_assets_limit_aligned,average_turnover_aligned,max_average_turnover_limit_aligned,sharpe_aligned,calmar_aligned,sortino_aligned,annualized_return_aligned,feasibility_changed
conservative,BuyHold_BTC-USD,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.8168801545301511,-0.1,0.665765918279443,0.1,1.0,1.0,3.0,0.0026981450252951,0.05,1.0580630375269156,0.7629625355876146,1.5589886900141494,0.6232489539715265,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.6430152393197859,-0.1,0.5131787191095913,0.1,1.0,1.0,3.0,0.0,0.05,0.4918542301179646,0.20182000523787358,0.3953367308720968,0.12977333896755172,False
conservative,BuyHold_GLD,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.1982600613966134,-0.1,0.151432882990567,0.1,1.0,1.0,3.0,0.0026981450252951,0.05,0.8271301262123212,0.6072823571638948,1.2237818435034011,0.1203998374163939,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.1734831770796148,-0.1,0.1664043116160493,0.1,1.0,1.0,3.0,0.0,0.05,1.3081884451675567,1.3010381844969388,2.1982624534964055,0.22570823774842297,False
conservative,BuyHold_SPY,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.3182896225780541,-0.1,0.1670887326203726,0.1,1.0,1.0,3.0,0.0026981450252951,0.05,0.855767991611123,0.4317963632394241,1.1940536411664493,0.1374363014860526,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.22479472014870994,-0.1,0.16816682908247196,0.1,1.0,1.0,3.0,0.0,0.05,0.7634141117043921,0.5380491913795269,1.096043735503628,0.12095061740240043,False
conservative,BuyHold_TLT,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.4782676913732994,-0.1,0.1404057451829499,0.1,1.0,1.0,3.0,0.0026981450252951,0.05,0.0015251202375684,-0.0201091164999358,-0.0941138793245733,-0.009617540723981,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.39219151157207677,-0.1,0.1516641905461336,0.1,1.0,1.0,3.0,0.0,0.05,-0.5489279650114005,-0.23063661390271453,-0.8013945473501016,-0.09045372223037107,False
conservative,Equal_Weight,benchmark,,False,max_drawdown;annualized_volatility,False,False,True,True,-0.3043662500768334,-0.1,0.152744549564215,0.1,0.1999999999999999,4.999999999999999,3.0,0.0,0.05,1.2741230530453893,0.6584389899401593,2.133417577222726,0.2004066062724641,zero_cash,benchmark,,False,max_drawdown;annualized_volatility,False,False,True,True,-0.2512975002879043,-0.1,0.13021917701748498,0.1,0.2,4.999999999999999,3.0,0.0,0.05,0.7913205232039142,0.3945776085810408,1.1963432275469057,0.0991563667059947,False
conservative,Equal_Weight_Risky,benchmark,,False,max_drawdown;annualized_volatility,False,False,True,True,-0.3672480612754663,-0.1,0.1909311051580119,0.1,0.25,4.0,3.0,0.0006745362563237,0.05,1.274083520362564,0.6856804105313767,2.14453727387035,0.2518148014222139,zero_cash,benchmark,,False,max_drawdown;annualized_volatility,False,False,True,True,-0.30561365914867045,-0.1,0.16277397127185625,0.1,0.25,4.0,3.0,0.0,0.05,0.7913205232039137,0.40074254472994403,1.1821249668671356,0.12247239547146793,False
conservative,V3_real_macro_vintage_clean_no_dxy_cap_0p70,td3,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.104001577768405,-0.1,0.1143426519290021,0.1,0.6579422224377555,1.9532801685062513,3.0,0.2703728895192057,0.05,0.9233923384992592,2.1550268982517764,2.1094083941647757,0.0868668949379369,zero_cash,td3,,False,max_drawdown;average_effective_number_of_assets;average_turnover,False,True,False,False,-0.17695494229721365,-0.1,0.09769877123762447,0.1,0.6571236875240694,1.9568992412966464,3.0,0.2767384531097496,0.05,0.9083162623487628,0.4946959689798298,1.3729643114658652,0.08753889664548997,False
conservative,V4_real_garch_current_cap_0p70,td3,,False,average_effective_number_of_assets;average_turnover,True,True,False,False,-0.0952055697309883,-0.1,0.0967326839331811,0.1,0.6493073259324007,2.007250630839456,3.0,0.4456788756784925,0.05,0.7256884425062446,2.173861639787358,1.954318867950466,0.0545916670640039,zero_cash,td3,,False,max_drawdown;average_effective_number_of_assets;average_turnover,False,True,False,False,-0.17191822842742943,-0.1,0.07594821060106333,0.1,0.650403030510398,2.004302828951787,3.0,0.4452178812134046,0.05,0.6653900842299352,0.28382659921086417,0.9654725393935006,0.04879496611691381,False
conservative,V5_no_volatility_block_cap_0p50,td3,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.1206362879433997,-0.1,0.1156123336805923,0.1,0.4935448022153481,2.809332442509802,3.0,0.419475576098095,0.05,0.5686403910199787,2.338366384568482,1.822275354827628,0.0667285458250577,zero_cash,td3,,False,max_drawdown;average_effective_number_of_assets;average_turnover,False,True,False,False,-0.25374326668702707,-0.1,0.09890172574955956,0.1,0.4934377478474876,2.800666286309067,3.0,0.4195252410779325,0.05,0.5904504654848056,0.21658699846892637,0.8292302310022852,0.05495749251344351,False
conservative,V7_real_macro_vintage_clean_no_dxy_garch_cap_0p80,td3,,False,annualized_volatility;average_effective_number_of_assets;average_turnover,True,False,False,False,-0.099121590353602,-0.1,0.1094713824088338,0.1,0.7302990015006154,1.6958209010121903,3.0,0.29918162776046,0.05,0.9457515494534038,2.1773698319797403,2.027405992718438,0.0919517728559966,zero_cash,td3,,False,max_drawdown;average_effective_number_of_assets;average_turnover,False,True,False,False,-0.16817981761958,-0.1,0.08429722705585517,0.1,0.7292414311385291,1.700697525644915,3.0,0.3082727552705845,0.05,1.062484720081153,0.5337589477974631,1.695784358447897,0.08976748249339628,False
conservative,V8_ewma_garch_vol_current_cap_uncapped,td3,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.1421979703756189,-0.1,0.1589734429341359,0.1,0.8794631310685805,1.3055786672272771,3.0,0.5256667793516613,0.05,0.4566281929567973,2.5335316278283564,2.282592684638803,0.0642222108159544,zero_cash,td3,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.20397413047277035,-0.1,0.11610593053679893,0.1,0.8773893414866458,1.3107241932933702,3.0,0.530399548934085,0.05,0.5254590591355164,0.27350934254188347,0.7360755928494638,0.05578883032115978,False
conservative,defensive_risk_off_12p,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.203511405183438,-0.1,0.1380562219800566,0.1,1.0,1.0,3.0,0.240275387263339,0.05,0.8383823271390108,0.5496237062692092,1.1501829397224552,0.1118546927849759,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.18835385344648825,-0.1,0.14231637410267597,0.1,1.0,1.0,3.0,0.24561403508771928,0.05,0.6507149699585638,0.45581350850188435,0.8468444327843481,0.08585423077929355,False
conservative,momentum_winner_12p,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.506577646227917,-0.1,0.5495889910462232,0.1,1.0,1.0,3.0,0.4261617900172117,0.05,1.2062623545264914,1.334394566099342,2.297474864203642,0.6759744584339273,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.3093328814892037,-0.1,0.3614291915419867,0.1,1.0,1.0,3.0,0.45614035087719296,0.05,0.8971611533196885,0.9713956605816546,1.6398602522661376,0.3004846187538317,False
conservative,risk_adjusted_momentum_winner_12p_12p,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.5187427891074463,-0.1,0.4474214568257495,0.1,1.0,1.0,3.0,0.4227194492254733,0.05,1.1112137169595395,0.952353588032924,2.1708848775798124,0.4940265564726829,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.49059016063546523,-0.1,0.30909878578090305,0.1,1.0,1.0,3.0,0.35964912280701755,0.05,0.5018355888550975,0.2365100068483016,0.6472036645041498,0.11602948225160326,False
conservative,rolling_markowitz_long_only_52p,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.5319314555204867,-0.1,0.3547915647277923,0.1,0.5625331988107896,2.151609276786938,3.0,0.1094250070928901,0.05,1.1777513334562282,0.8010811202703076,2.0740224184126763,0.4261202462953668,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.21063077134628416,-0.1,0.2245106918365903,0.1,0.5909031263913668,1.9620233202532145,3.0,0.10383556675119289,0.05,1.1988242479757492,1.3112690117028711,2.2121237277382066,0.27619360337745547,False
conservative,rolling_markowitz_min_variance_52p,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.2529442095134944,-0.1,0.1029348649891053,0.1,0.4741886159207788,2.7008363114288905,3.0,0.0341820880045678,0.05,0.93559023472112,0.3763154404813741,1.3930258912436748,0.0951868116202836,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.23085849387458168,-0.1,0.10439543275418126,0.1,0.47796827291972954,2.647942470859379,3.0,0.037810999613717804,0.05,0.8064203650326056,0.3547726501232396,1.2637392644952323,0.08190227967534502,False
conservative,rolling_risk_parity_inverse_vol_12p,benchmark,,False,max_drawdown;annualized_volatility;average_turnover,False,False,True,False,-0.2946198375258965,-0.1,0.1090216441864231,0.1,0.3896577329122248,3.2624104638442755,3.0,0.0615586029733368,0.05,1.138843334682501,0.4252964838484411,1.7385796258123691,0.1253007809717627,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_turnover,False,False,True,False,-0.26999140091903406,-0.1,0.11238619088106326,0.1,0.38111933621673044,3.3504992995213074,3.0,0.06561194255980307,0.05,0.7993464897270386,0.32249969632385656,1.202231112672235,0.0870721448064411,False
conservative,trend_spy_cash_12p,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.1782271833966934,-0.1,0.1135626356435402,0.1,1.0,1.0,3.0,0.1817555938037865,0.05,0.8801689872941877,0.5491093816312629,1.2207246810270898,0.09786621846484,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.16258846105371783,-0.1,0.10745378258147749,0.1,1.0,1.0,3.0,0.17543859649122806,0.05,0.8174290189188304,0.5256181277344917,1.1603290158097521,0.08545944249028747,False
moderate,60_40_SPY_TLT,benchmark,,False,max_drawdown;average_effective_number_of_assets,False,True,False,True,-0.2687347853545085,-0.15,0.1114309430873978,0.15,0.6,1.923076923076923,2.3,0.0020236087689713,0.1,0.7707570315393776,0.3083827376091735,1.099804095523805,0.0828731687984369,zero_cash,benchmark,,False,max_drawdown;average_effective_number_of_assets,False,True,False,True,-0.24827942177729057,-0.15,0.12506403956913067,0.15,0.5999999999999998,1.9230769230769234,2.3,0.0,0.1,0.3496406498886238,0.1473985162481731,0.4356431213797056,0.03659601838492699,False
moderate,BuyHold_BTC-USD,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.8168801545301511,-0.15,0.665765918279443,0.15,1.0,1.0,2.3,0.0026981450252951,0.1,1.0580630375269156,0.7629625355876146,1.5589886900141494,0.6232489539715265,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.6430152393197859,-0.15,0.5131787191095913,0.15,1.0,1.0,2.3,0.0,0.1,0.4918542301179646,0.20182000523787358,0.3953367308720968,0.12977333896755172,False
moderate,BuyHold_GLD,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.1982600613966134,-0.15,0.151432882990567,0.15,1.0,1.0,2.3,0.0026981450252951,0.1,0.8271301262123212,0.6072823571638948,1.2237818435034011,0.1203998374163939,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.1734831770796148,-0.15,0.1664043116160493,0.15,1.0,1.0,2.3,0.0,0.1,1.3081884451675567,1.3010381844969388,2.1982624534964055,0.22570823774842297,False
moderate,BuyHold_SPY,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.3182896225780541,-0.15,0.1670887326203726,0.15,1.0,1.0,2.3,0.0026981450252951,0.1,0.855767991611123,0.4317963632394241,1.1940536411664493,0.1374363014860526,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.22479472014870994,-0.15,0.16816682908247196,0.15,1.0,1.0,2.3,0.0,0.1,0.7634141117043921,0.5380491913795269,1.096043735503628,0.12095061740240043,False
moderate,BuyHold_TLT,benchmark,,False,max_drawdown;average_effective_number_of_assets,False,True,False,True,-0.4782676913732994,-0.15,0.1404057451829499,0.15,1.0,1.0,2.3,0.0026981450252951,0.1,0.0015251202375684,-0.0201091164999358,-0.0941138793245733,-0.009617540723981,zero_cash,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.39219151157207677,-0.15,0.1516641905461336,0.15,1.0,1.0,2.3,0.0,0.1,-0.5489279650114005,-0.23063661390271453,-0.8013945473501016,-0.09045372223037107,False
moderate,Equal_Weight,benchmark,,False,max_drawdown;annualized_volatility,False,False,True,True,-0.3043662500768334,-0.15,0.152744549564215,0.15,0.1999999999999999,4.999999999999999,2.3,0.0,0.1,1.2741230530453893,0.6584389899401593,2.133417577222726,0.2004066062724641,zero_cash,benchmark,,False,max_drawdown,False,True,True,True,-0.2512975002879043,-0.15,0.13021917701748498,0.15,0.2,4.999999999999999,2.3,0.0,0.1,0.7913205232039142,0.3945776085810408,1.1963432275469057,0.0991563667059947,False
