rank_mandate_aware_old,rank_robust_old,rank_sharpe_old,strategy_name,strategy_type_old,base_candidate_old,cap_label_old,transaction_cost_mode_old,cumulative_return_old,annualized_return_old,annualized_volatility_old,sharpe_old,sortino_old,calmar_old,robust_score_old,mandate_aware_score_old,mandate_bucket_old,recovery_required_old,drawdown_multiplier_old,max_drawdown_old,worst_max_drawdown_old,average_turnover_old,average_effective_assets,average_max_weight_old,mean_cash_weight_old,total_transaction_cost_old,mean_transaction_cost_old,mean_btc_weight_old,mean_cash_transaction_cost_contribution_old,mean_btc_transaction_cost_contribution_old,dsr_score_old,dsr_method_old,protocol,strategy_type_aligned,base_candidate_aligned,cap_label_aligned,transaction_cost_mode_aligned,n_observations,start_date,end_date,frequency,cumulative_return_aligned,annualized_return_aligned,annualized_volatility_aligned,sharpe_aligned,sortino_aligned,calmar_aligned,max_drawdown_aligned,average_turnover_aligned,total_transaction_cost_aligned,mean_transaction_cost_aligned,average_max_weight_aligned,average_effective_number_of_assets,mean_cash_weight_aligned,cash_above_10_rate,mean_btc_weight_aligned,mean_cash_transaction_cost_contribution_aligned,mean_btc_transaction_cost_contribution_aligned,std_sharpe,worst_max_drawdown_aligned,dsr_score_aligned,median_aligned_seed_dsr_n25,date_averaged_dsr_n25,dsr_method_aligned,n_aligned_seeds,type,dsr_available,sortino_score,calmar_score,drawdown_score,stability_score,discipline_score,robust_score_aligned,mandate_bucket_aligned,recovery_required_aligned,drawdown_multiplier_aligned,mandate_aware_score_aligned,rank_mandate_aware_aligned,rank_robust_aligned,rank_sharpe_aligned,delta_annualized_return,delta_annualized_volatility,delta_sharpe,delta_max_drawdown,delta_robust_score,delta_mandate_aware_score,change_rank_mandate_aware,change_rank_robust,change_rank_sharpe,change_explanation
2,4,8,V7_real_macro_vintage_clean_no_dxy_garch_cap_0p80,TD3,V7_real_macro_vintage_clean_no_dxy_garch,0.80,asset_specific,0.1120680325045399,0.0919517728559966,0.1094713824088338,0.9457515494534038,2.027405992718438,2.1773698319797403,0.7409314752264844,0.6594084801351531,clean_mandate,0.1100277121665153,0.8899722878334846,-0.099121590353602,-0.3016255531541051,0.29918162776046,1.6958209010121903,0.7302990015006154,0.3432999669731153,,6.179273480223484e-05,,,,,td3_recovered_report_score_inputs,zero_cash,TD3,V7_real_macro_vintage_clean_no_dxy_garch,0p80,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.4577886030475864,0.08976748249339628,0.08429722705585517,1.062484720081153,1.695784358447897,0.5337589477974631,-0.16817981761958,0.3082727552705845,0.014696843671449555,6.445984066425243e-05,0.7292414311385291,1.700697525644915,0.3415460567250154,0.9868421052631579,0.058126941846725205,0.0,2.3974127127622134e-05,0.4008323013377463,-0.30162555315410544,0.21229828557507802,0.21229828557507802,0.5889816031432386,median_aligned_seed_history_n25,10,td3,True,0.8286589553616766,0.4957473071025084,0.9883616883595826,0.21317901183473165,0.44671845249740405,0.5204788152276412,clean_mandate,0.20218290104274675,0.7978170989572533,0.41524689843362494,7,12,3,-0.0021842903626003163,-0.025174155352978636,0.11673317062774913,-0.069058227265978,-0.22045265999884323,-0.24416158170152813,5,8,-5,TD3 metrics are recomputed from ten full-OOS seed histories with identical 228-date indices and their date-average; nonlinear metrics therefore differ from legacy means of fold/seed metrics. Robust and mandate scores are renormalized in the aligned universe.
4,1,18,V8_ewma_garch_vol_current_cap_uncapped,TD3,V8_ewma_garch_vol_current,uncapped,asset_specific,0.069168165174896,0.0642222108159544,0.1589734429341359,0.4566281929567973,2.282592684638803,2.5335316278283564,0.7715814092535899,0.6436762439749955,clean_mandate,0.1657701491308959,0.8342298508691041,-0.1421979703756189,-0.4136200793523971,0.5256667793516613,1.3055786672272771,0.8794631310685805,0.4207610225471628,,0.0001582963654418,,,,,td3_recovered_report_score_inputs,zero_cash,TD3,V8_ewma_garch_vol_current,uncapped,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.26875087138925235,0.05578883032115978,0.11610593053679893,0.5254590591355164,0.7360755928494638,0.27350934254188347,-0.20397413047277035,0.530399548934085,0.03733966239360223,0.00016377044909474662,0.8773893414866458,1.3107241932933702,0.4134890078325156,0.9868421052631579,0.1679077577403812,0.0,0.00011420584368674194,0.3062343992900931,-0.41362007935239653,0.07700936569968414,0.07700936569968414,0.18556534695911708,median_aligned_seed_history_n25,10,td3,True,0.5101910789489111,0.3269629139893656,0.9138564474519518,0.30844719588724356,0.35048405666664406,0.37598099783740996,eligible_yellow,0.25624057996244937,0.7437594200375506,0.2796394088966916,13,17,15,-0.008433380494794626,-0.042867512397336965,0.06883086617871909,-0.06177616009715145,-0.3956004114161799,-0.36403683507830387,9,16,-3,TD3 metrics are recomputed from ten full-OOS seed histories with identical 228-date indices and their date-average; nonlinear metrics therefore differ from legacy means of fold/seed metrics. Robust and mandate scores are renormalized in the aligned universe.
8,15,13,defensive_risk_off_12p,benchmark,,,asset_specific,2.2696270648035703,0.1118546927849759,0.1380562219800566,0.8383823271390108,1.1501829397224552,0.5496237062692092,0.6007335122078499,0.4472396367075256,eligible_yellow,0.2555107587325947,0.7444892412674052,-0.203511405183438,-0.203511405183438,0.240275387263339,1.0,1.0,0.0705679862306368,0.02164,3.724612736660929e-05,0.0,0.0,3.4423407917383825e-07,0.7417315416441455,benchmark_history_dsr_n25,zero_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.4349751859959239,0.08585423077929355,0.14231637410267597,0.6507149699585638,0.8468444327843481,0.45581350850188435,-0.18835385344648825,0.24561403508771928,0.008400000000000001,3.68421052631579e-05,1.0,1.0,0.11842105263157894,0.11842105263157894,0.0,0.0,0.0,0.0,-0.18835385344648825,0.245632342999914,,0.245632342999914,aligned_single_history_n25,1,benchmark,True,0.5469483937628186,0.4451959387170629,0.9463697829547271,0.9839109348864181,0.7407894736842104,0.549504604012012,clean_mandate,0.23206400257833307,0.767935997421667,0.42198436616976254,4,10,13,-0.026000462005682345,0.004260152122619376,-0.18766735718044703,0.015157551736949743,-0.05122890819583792,-0.025255270537763053,-4,-5,0,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
12,2,3,momentum_winner_12p,benchmark,,,asset_specific,319.44748268742387,0.6759744584339273,0.5495889910462232,1.2062623545264914,2.297474864203642,1.334394566099342,0.7557226343371066,0.0,not_eligible,1.0266613224051673,0.0,-0.506577646227917,-0.506577646227917,0.4261617900172117,1.0,1.0,0.0550774526678141,0.10444,0.0001797590361445,0.5180722891566265,0.0,0.0001294320137693,0.9898099672249636,benchmark_history_dsr_n25,zero_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,2.164517510799018,0.3004846187538317,0.3614291915419867,0.8971611533196885,1.6398602522661376,0.9713956605816546,-0.3093328814892037,0.45614035087719296,0.0444,0.00019473684210526317,1.0,1.0,0.10964912280701754,0.10964912280701754,0.37719298245614036,0.0,0.00014473684210526317,0.0,-0.3093328814892037,0.5501316104886295,,0.5501316104886295,aligned_single_history_n25,1,benchmark,True,0.8101012095387743,0.7795757759248523,0.6945540359654631,0.9083662107896389,0.7451754385964913,0.715253378642922,not_eligible,0.4478755006553396,0.5521244993446603,0.0,15,3,5,-0.37548983968009564,-0.18815979950423645,-0.30910120120680296,0.19724476473871333,-0.04046925569418458,0.0,3,1,2,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
12,9,6,risk_adjusted_momentum_winner_12p_12p,benchmark,,,asset_specific,87.73989080686471,0.4940265564726829,0.4474214568257495,1.1112137169595395,2.1708848775798124,0.952353588032924,0.7114954431537817,0.0,not_eligible,1.077890943483986,0.0,-0.5187427891074463,-0.5187427891074462,0.4227194492254733,1.0,1.0,0.0,0.09004,0.000154974182444,0.2960413080895008,0.0,8.812392426850258e-05,0.9831545863250843,benchmark_history_dsr_n25,zero_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.6182270832452723,0.11602948225160326,0.30909878578090305,0.5018355888550975,0.6472036645041498,0.2365100068483016,-0.49059016063546523,0.35964912280701755,0.03,0.00013157894736842105,1.0,1.0,0.0,0.0,0.2149122807017544,0.0,7.456140350877193e-05,0.0,-0.49059016063546523,0.19132655285775257,,0.19132655285775257,aligned_single_history_n25,1,benchmark,True,0.48069999237413014,0.30296706425696035,0.3172701555780165,0.795181046673405,0.8,0.38124000518758683,not_eligible,0.9630559182905728,0.0369440817094272,0.0,15,16,16,-0.37799707422107964,-0.13832267104484647,-0.609378128104442,0.028152628471981078,-0.33025543796619483,0.0,3,7,10,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
12,10,4,rolling_markowitz_long_only_52p,benchmark,,,asset_specific,56.27603779312783,0.4261202462953668,0.3547915647277923,1.1777513334562282,2.0740224184126763,0.8010811202703076,0.6975703380855716,0.0,not_eligible,1.1364392283869198,0.0,-0.5319314555204867,-0.5319314555204866,0.1094250070928901,2.151609276786938,0.5625331988107896,0.0,0.0215687307438761,3.637222722407439e-05,0.3974365554549129,0.0,1.8193349288906524e-05,0.9810996971032664,benchmark_history_dsr_n25,zero_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,1.9134219892756352,0.27619360337745547,0.2245106918365903,1.1988242479757492,2.2121237277382066,1.3112690117028711,-0.21063077134628416,0.10383556675119289,0.00816639001176669,3.5817500051608295e-05,0.5909031263913668,1.9620233202532145,0.0,0.0,0.3171396223338405,0.0,1.8812983376717518e-05,0.0,-0.21063077134628416,0.7285523154586597,,0.7285523154586597,aligned_single_history_n25,1,benchmark,True,1.0,1.0,0.9000007650157258,0.9700002295047176,0.992404664050643,0.9001860655429608,eligible_yellow,0.26683428198172726,0.7331657180182727,0.6599855630938487,2,2,2,-0.14992664291791136,-0.13028087289120197,0.02107291451952098,0.32130068417420254,0.2026157274573892,0.6599855630938487,-10,-8,-2,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
9,12,9,rolling_markowitz_min_variance_52p,benchmark,,,asset_specific,1.8204435923619529,0.0951868116202836,0.1029348649891053,0.93559023472112,1.3930258912436748,0.3763154404813741,0.6399925474446283,0.4232986792363566,eligible_red,0.3385881118045673,0.6614118881954327,-0.2529442095134944,-0.2529442095134943,0.0341820880045678,2.7008363114288905,0.4741886159207788,0.0,0.0051652610361498,8.710389605649042e-06,0.0339120989349901,0.0,2.426782037959715e-06,0.8529209726481365,benchmark_history_dsr_n25,zero_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.4122168472146197,0.08190227967534502,0.10439543275418126,0.8064203650326056,1.2637392644952323,0.3547726501232396,-0.23085849387458168,0.037810999613717804,0.0022532606662660597,9.882722220465174e-06,0.47796827291972954,2.647942470859379,0.0,0.0,0.017949877202326457,0.0,2.900652872152003e-06,0.0,-0.23085849387458168,0.38376360312804647,,0.38376360312804647,aligned_single_history_n25,1,benchmark,True,0.6852899578930933,0.3796660796253557,0.8578971116737901,0.957369133502137,1.0,0.602541768543386,eligible_yellow,0.3001508721555553,0.6998491278444448,0.42168833120493804,5,5,7,-0.013284531944938574,0.0014605677650759569,-0.1291698696885144,0.022085715638912706,-0.037450778901242265,-0.0016103480314185736,-4,-7,-2,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
10,11,5,rolling_risk_parity_inverse_vol_12p,benchmark,,,asset_specific,2.8429033160347075,0.1253007809717627,0.1090216441864231,1.138843334682501,1.7385796258123691,0.4252964838484411,0.6867680978572727,0.3999220591212358,eligible_red,0.4176752525794384,0.5823247474205615,-0.2946198375258965,-0.2946198375258965,0.0615586029733368,3.2624104638442755,0.3896577329122248,0.0,0.0107748990387252,1.8170150149620917e-05,0.0807745358543812,0.0,7.407353975732294e-06,0.9351272962058592,benchmark_history_dsr_n25,zero_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.44204560735411746,0.0870721448064411,0.11238619088106326,0.7993464897270386,1.202231112672235,0.32249969632385656,-0.26999140091903406,0.06561194255980307,0.004435584723542288,1.945431896290477e-05,0.38111933621673044,3.3504992995213074,0.0,0.0,0.09470357086415249,0.0,7.91491306368035e-06,0.0,-0.26999140091903406,0.3685038203948592,,0.3685038203948592,aligned_single_history_n25,1,benchmark,True,0.6648792133054586,0.3587355160010691,0.7764426449063695,0.9329327934719108,1.0,0.5750337680629098,eligible_red,0.3698468775010814,0.6301531224989185,0.3623593244871615,10,7,8,-0.0382286361653216,0.003364546694640161,-0.3394968449554625,0.024628436606862425,-0.11173432979436282,-0.03756273463407428,0,-4,3,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
6,14,11,trend_spy_cash_12p,benchmark,,,asset_specific,1.838322963317621,0.09786621846484,0.1135626356435402,0.8801689872941877,1.2207246810270898,0.5491093816312629,0.6168656756015484,0.4830790259640067,clean_mandate,0.216881332402029,0.7831186675979709,-0.1782271833966934,-0.1782271833966934,0.1817555938037865,1.0,1.0,0.2409638554216867,0.01084,1.8657487091222033e-05,0.0,0.0,3.4423407917383825e-07,0.7686987671773358,benchmark_history_dsr_n25,zero_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.43268905342697295,0.08545944249028747,0.10745378258147749,0.8174290189188304,1.1603290158097521,0.5256181277344917,-0.16258846105371783,0.17543859649122806,0.004,1.7543859649122806e-05,1.0,1.0,0.29385964912280704,0.29385964912280704,0.0,0.0,0.0,0.0,-0.16258846105371783,0.36552682902855127,,0.36552682902855127,aligned_single_history_n25,1,benchmark,True,0.6509745035816541,0.49046759352744823,1.0,1.0,0.6530701754385965,0.6205999769023157,clean_mandate,0.1941559836377505,0.8058440163622496,0.5001067779412814,3,4,6,-0.01240677597455253,-0.0061088530620627135,-0.06273996837535734,0.015638722342975586,0.003734301300767351,0.01702775197727474,-3,-10,-5,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
12,17,18,60_40_SPY_TLT,benchmark,,,asset_specific,1.5121294327607029,0.0841255240653104,0.1113781563746491,0.7814641893469618,1.117284505457525,0.3130429162922317,0.5433522693058538,0.3436741497765195,eligible_red,0.3674929337912365,0.6325070662087635,-0.2687347954130917,-0.2687347954130916,0.0020236087689713,1.923076923076923,0.6,0.0,0.0003999999999999,6.745362563237774e-07,0.0,6.745362563237774e-08,3.3726812816188874e-07,0.7200765992748294,benchmark_history_dsr_n25,bil_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.18627030685386936,0.039726421321683025,0.12496100815108666,0.3739768167772648,0.4736713406648031,0.160006947172636,-0.24827935301347304,0.0,0.0,0.0,0.5999999999999998,1.9230769230769234,0.0,0.0,0.0,0.0,0.0,0.0,-0.24827935301347304,0.11232395255079014,,0.11232395255079014,aligned_single_history_n25,1,benchmark,True,0.4076383662218305,0.24506610087672756,0.7142192800121635,0.914265784003649,0.9846153846153847,0.4120283188179073,eligible_yellow,0.33028140707424647,0.6697185929257535,0.27594302592429265,14,16,17,-0.04439910274362738,0.01358285177643756,-0.407487372569697,0.020455442399618662,-0.13132395048794648,-0.06773112385222685,2,-1,-1,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
13,18,7,BuyHold_BTC-USD,benchmark,,,asset_specific,256.0114780210454,0.6267770823040573,0.6657168542074423,1.0613974314761594,1.56789527080074,0.7672815636763309,0.5211179539719623,0.0,not_eligible,4.460904564626517,0.0,-0.8168801545301512,-0.8168801545301512,0.0026981450252951,1.0,1.0,0.0,0.00096,1.6188870151770658e-06,1.0,6.745362563237774e-08,1.349072512647555e-06,0.949907961222722,benchmark_history_dsr_n25,bil_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.7503232963148998,0.1361823205881858,0.5131067754295661,0.5029295440009841,0.4149466612676246,0.21178708102197757,-0.6430152393197859,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6430152393197859,0.17445009216814095,,0.17445009216814095,aligned_single_history_n25,1,benchmark,True,0.3885151084686401,0.2782220606638093,0.0,0.7,0.8,0.2956824614769322,not_eligible,1.80124002518919,0.0,0.0,16,18,16,-0.49059476171587146,-0.15261007877787625,-0.5584678874751753,0.1738649152103653,-0.22543549249503003,0.0,3,0,9,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
8,14,16,BuyHold_GLD,benchmark,,,asset_specific,2.743079285546391,0.1227066343141431,0.1510473104822929,0.8424948931257219,1.254148718979248,0.6189175643836424,0.6017042908286866,0.4529104938649126,clean_mandate,0.2472872459640437,0.7527127540359562,-0.1982600613966131,-0.1982600613966132,0.0026981450252951,1.0,1.0,0.0,0.00048,8.09443507588533e-07,0.0,6.745362563237774e-08,3.3726812816188874e-07,0.7916056106829019,benchmark_history_dsr_n25,bil_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,1.4988884808017944,0.23229361880884336,0.16543200057298252,1.3474054884786069,2.2927257862918013,1.3389979519584156,-0.1734831770796148,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1734831770796148,0.7703032434109172,,0.7703032434109172,aligned_single_history_n25,1,benchmark,True,1.0,1.0,0.8495524807074989,0.9548657442122497,0.8,0.8940104195506251,clean_mandate,0.20989672837708917,0.7901032716229108,0.70636055735192,1,1,1,0.10958698449470027,0.014384690090689628,0.504910595352885,0.024776884316998288,0.2923061287219385,0.25345006348700744,-7,-13,-15,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
13,16,14,BuyHold_SPY,benchmark,,,asset_specific,3.395642336039793,0.138640023522564,0.1671237817013308,0.8619695605124537,1.2045099275143871,0.4355784174561318,0.5534590621432812,0.0,not_eligible,0.4668982736990928,0.5331017263009072,-0.3182894697406048,-0.3182894697406048,0.0026981450252951,1.0,1.0,0.0,0.00048,8.094435075885329e-07,0.0,6.745362563237774e-08,3.3726812816188874e-07,0.7820320465120151,benchmark_history_dsr_n25,bil_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.6698352807452723,0.12404892465869799,0.16826161804606957,0.7795225030534743,1.1241206757090594,0.5518324552358324,-0.22479454312937097,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22479454312937097,0.35017380210206095,,0.35017380210206095,aligned_single_history_n25,1,benchmark,True,0.619452384061155,0.4959606008155568,0.7567117530517947,0.9270135259155383,0.8,0.5743428531552838,eligible_yellow,0.2899805995133572,0.7100194004866428,0.4077945682711025,7,7,11,-0.014591098863866003,0.0011378363447387685,-0.0824470574589794,0.09349492661123382,0.02088379101200255,0.4077945682711025,-6,-9,-3,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
13,19,19,BuyHold_TLT,benchmark,,,asset_specific,-0.0908980506537737,-0.0083218376199383,0.1402140319511924,0.0106561714674061,-0.0816436881420852,-0.0173999709855988,0.169331087337517,0.0,not_eligible,0.9166903904955817,0.0833096095044183,-0.478267327389564,-0.478267327389564,0.0026981450252951,1.0,1.0,0.0,0.00048,8.094435075885329e-07,0.0,6.745362563237774e-08,3.3726812816188874e-07,0.024927782714897,benchmark_history_dsr_n25,bil_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,-0.33018504298779683,-0.08734741111259992,0.1512384330258224,-0.5283992618658764,-0.7781254334686712,-0.22271626720034457,-0.39219142907970206,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39219142907970206,0.0009742374279790855,,0.0009742374279790855,aligned_single_history_n25,1,benchmark,True,0.0,0.0,0.45383054182351706,0.8361491625470551,0.8,0.1919817687566268,not_eligible,0.6452548513520883,0.35474514864791173,0.0,16,19,19,-0.07902557349266162,0.011024401074630014,-0.5390554333332824,0.08607589830986195,0.022650681419109808,0.0,3,0,0,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
13,7,1,Equal_Weight,benchmark,,,asset_specific,7.504855765386395,0.206485838401168,0.1526420634246969,1.3080844679694652,2.2056194145179293,0.6805350360523831,0.687956216422826,0.0,not_eligible,0.4355789218170799,0.56442107818292,-0.3034169109043111,-0.3034169109043111,0.0,4.999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.0,0.1999999999999999,0.0,0.0,0.9886347178478598,benchmark_history_dsr_n25,bil_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.5883874801123843,0.11130219973783828,0.1300632895424597,0.8767629381289029,1.354985270907359,0.4446844850564,-0.2502947673645993,0.0,0.0,0.0,0.2,4.999999999999999,0.2,1.0,0.2,0.0,0.0,0.0,-0.2502947673645993,0.4339858026137583,,0.4339858026137583,aligned_single_history_n25,1,benchmark,True,0.694631732937688,0.42735139634974284,0.710572670122556,0.9131718010367668,0.5,0.5774954472636737,eligible_red,0.3338575702409744,0.6661424297590256,0.38469422041499884,8,6,6,-0.09518363866332971,-0.022578773882237224,-0.43132152984056227,0.053122143539711786,-0.11046076915915226,0.38469422041499884,-5,-1,5,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
13,6,2,Equal_Weight_Risky,benchmark,,,asset_specific,12.19725082120386,0.2538768215522682,0.1908038202047718,1.2834712474271512,2.164706895348348,0.6912952072233415,0.6936890808308623,0.0,not_eligible,0.5803981493891222,0.4196018506108778,-0.3672480568352132,-0.3672480568352132,0.0006745362563237,4.0,0.25,0.0,0.0001199999999999,2.023608768971332e-07,0.25,6.745362563237774e-08,8.431703204047217e-08,0.9861672054229088,benchmark_history_dsr_n25,bil_cash,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.6911026606941333,0.1272980758925497,0.1624407599572301,0.8190831900245825,1.2336854179398467,0.41653274316152106,-0.30561361137265186,0.0,0.0,0.0,0.25,4.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.30561361137265186,0.3876542036332463,,0.3876542036332463,aligned_single_history_n25,1,benchmark,True,0.6551313324666507,0.4093252161757266,0.6104809725871637,0.8831442917761491,1.0,0.5590741458841388,not_eligible,0.4401203946073654,0.5598796053926346,0.0,16,9,9,-0.1265787456597185,-0.028363060247541705,-0.4643880574025687,0.06163444546256136,-0.1346149349467235,0.0,3,3,7,Benchmark metrics are recomputed on the exact 228-date OOS window rather than full available history. Robust and mandate scores are renormalized in the aligned universe.
2,2,11,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,V3_real_macro_vintage_clean_no_dxy,0.7,asset_specific,0.0917219825746103,0.0746139974185809,0.1059967110823468,0.9287384199913078,2.4496120719466785,3.0420050895167856,0.7541336437393344,0.6682281656926833,clean_mandate,0.1139128041293757,0.8860871958706243,-0.1022636634636846,-0.3125185249890804,0.2380881297600595,1.9611940456524048,0.650994857276371,0.3215475044365078,,7.048375053713126e-05,,,,,td3_recovered_report_score_inputs,bil_cash,TD3,V3_real_macro_vintage_clean_no_dxy,0p70,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.3471948039857349,0.07033373502304463,0.08859914508206367,0.8117810891720456,1.2092382406637714,0.376772289790757,-0.18667438378258905,0.24186329432606518,0.01649532983052253,7.234793785316899e-05,0.6489820179189589,1.9679669826779054,0.3223979146691949,1.0,0.056950210522095056,1.2344703395652246e-05,2.996909873495616e-05,0.4928664519170413,-0.31251852498907995,0.3516062901059137,0.3516062901059137,0.3737474230427644,median_aligned_seed_history_n25,10,td3,True,0.6471702899000941,0.38386572244570116,0.8256848403922251,0.21992296625302715,0.4935933965355811,0.48221378201184867,clean_mandate,0.22951986272210184,0.7704801372778982,0.37153614096178367,10,12,10,-0.004280262395536263,-0.017397566000283138,-0.11695733081926218,-0.08441072031890445,-0.2719198617274858,-0.2966920247308996,8,10,-1,TD3 metrics are recomputed from ten full-OOS seed histories with identical 228-date indices and their date-average; nonlinear metrics therefore differ from legacy means of fold/seed metrics. Robust and mandate scores are renormalized in the aligned universe.
4,4,9,V4_real_garch_current_cap_0p80,TD3,V4_real_garch_current,0.8,asset_specific,0.0762271539670148,0.0589335230905562,0.1090568316708295,1.0215495913451762,2.604058128166469,2.78257976616221,0.7409959695507328,0.646485535678491,clean_mandate,0.1275451389155917,0.8724548610844083,-0.1131175458201676,-0.3819623000497741,0.3443925762358101,1.7238653004752584,0.718302167101564,0.3484864558976011,,9.6751314517219e-05,,,,,td3_recovered_report_score_inputs,bil_cash,TD3,V4_real_garch_current,0p80,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.29192700878062205,0.06015670662345807,0.09232252023717893,0.6789487281868858,1.0148073918730194,0.31311676997108767,-0.19212227639232726,0.3461294784952904,0.02253207247093978,9.882487925850781e-05,0.7186073594008724,1.7235638490320135,0.3422690375938524,1.0,0.06592190918850621,1.7052311149229078e-05,3.699872944932778e-05,0.39654499855065145,-0.38196230004977394,0.287442627704946,0.287442627704946,0.2839855882346225,median_aligned_seed_history_n25,10,td3,True,0.5838553212231298,0.3431056915522396,0.8158276420165714,0.31110994852714224,0.44471276980640273,0.44734577051207775,clean_mandate,0.23781108301189777,0.7621889169881022,0.34096198834580865,12,13,14,0.0012231835329018642,-0.01673431143365056,-0.3426008631582904,-0.07900473057215966,-0.293650199038655,-0.30552354733268233,8,9,5,TD3 metrics are recomputed from ten full-OOS seed histories with identical 228-date indices and their date-average; nonlinear metrics therefore differ from legacy means of fold/seed metrics. Robust and mandate scores are renormalized in the aligned universe.
5,9,17,V5_no_volatility_block_cap_0p70,TD3,V5_no_volatility_block,0.7,asset_specific,0.0926878503453454,0.0632315543476648,0.1186982803074197,0.7969224829765625,2.0593803193805824,2.281134061660288,0.6705130496644562,0.5706649267978069,clean_mandate,0.1489130195402106,0.8510869804597894,-0.1296120916096894,-0.4691667391479081,0.3379716020806273,1.9509490993714471,0.6548878930333227,0.2329636499571775,,9.545460642716884e-05,,,,,td3_recovered_report_score_inputs,bil_cash,TD3,V5_no_volatility_block,0p70,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.2722575732918693,0.05645365215160969,0.10275918216785676,0.5862755863272554,0.7554643637928475,0.19548713297412462,-0.28878449078836355,0.33456481001436567,0.021465622007835108,9.414746494664521e-05,0.6549660611082608,1.9487941368545303,0.2363157508483522,0.9517543859649122,0.04549516148215209,1.4776496710580292e-05,3.404312867973126e-05,0.343594005693679,-0.4691667391479075,0.17191071709476405,0.17191071709476405,0.20619166919816623,median_aligned_seed_history_n25,10,td3,True,0.4994021811910312,0.26778484504017674,0.6409309083642748,0.3346250433389274,0.5138816343884499,0.3603068426826273,eligible_red,0.40604357898279453,0.5939564210172055,0.2140065627477826,15,17,15,-0.006777902196055105,-0.015939098139562943,-0.21064689664930714,-0.15917239917867415,-0.31020620698182894,-0.35665836405002427,10,8,-2,TD3 metrics are recomputed from ten full-OOS seed histories with identical 228-date indices and their date-average; nonlinear metrics therefore differ from legacy means of fold/seed metrics. Robust and mandate scores are renormalized in the aligned universe.
