protocol,profile,strategy_name,strategy_type,strategy_group,base_candidate,feature_family,constraint_status,robust_score,original_mandate_aware_score,profile_score,profile_multiplier,profile_eligible,failed_constraints,annualized_return,annualized_volatility,sharpe,max_drawdown,average_turnover,average_effective_number_of_assets,average_max_weight,max_drawdown_limit,max_annualized_volatility_limit,min_effective_assets,max_average_turnover_limit,drawdown_pass,volatility_pass,effective_assets_pass,turnover_pass,drawdown_multiplier,volatility_multiplier,effective_assets_multiplier,turnover_multiplier,profile_rank,profile_eligible_rank
zero_cash,aggressive,defensive_risk_off_12p,benchmark,,,,,0.549504604012012,0.42198436616976254,0.29830249932080655,0.5428571428571429,False,effective_assets;turnover,0.08585423077929355,0.14231637410267597,0.6507149699585638,-0.18835385344648825,0.24561403508771928,1.0,1.0,-0.25,0.25,1.5,0.2,True,True,False,False,1.0,1.0,0.6666666666666666,0.8142857142857144,12,
zero_cash,aggressive,V4_real_garch_current_cap_0p70,td3,,V4_real_garch_current,,,0.4434670184284059,0.3513987387107859,0.19921348047377305,0.4492182556884654,False,turnover,0.04879496611691381,0.07594821060106333,0.6653900842299352,-0.17191822842742943,0.4452178812134046,2.004302828951787,0.650403030510398,-0.25,0.25,1.5,0.2,True,True,True,False,1.0,1.0,1.0,0.4492182556884654,13,
zero_cash,aggressive,V5_no_volatility_block_cap_0p50,td3,,V5_no_volatility_block,,,0.4159751097381454,0.27453466639787133,0.19538207924191092,0.46969656277007327,False,drawdown;turnover,0.05495749251344351,0.09890172574955956,0.5904504654848056,-0.25374326668702707,0.4195252410779325,2.800666286309067,0.4934377478474876,-0.25,0.25,1.5,0.2,False,True,True,False,0.9852478186479561,1.0,1.0,0.4767293607557866,14,
zero_cash,aggressive,V8_ewma_garch_vol_current_cap_uncapped,td3,,V8_ewma_garch_vol_current,,,0.37598099783740996,0.2796394088966916,0.1238833105029202,0.32949354147012655,False,effective_assets;turnover,0.05578883032115978,0.11610593053679893,0.5254590591355164,-0.20397413047277035,0.530399548934085,1.3107241932933702,0.8773893414866458,-0.25,0.25,1.5,0.2,True,True,False,False,1.0,1.0,0.8738161288622468,0.3770742271593727,15,
zero_cash,aggressive,momentum_winner_12p,benchmark,,,,,0.715253378642922,0.0,0.11687748726916523,0.16340710964682392,False,drawdown;volatility;effective_assets;turnover,0.3004846187538317,0.3614291915419867,0.8971611533196885,-0.3093328814892037,0.45614035087719296,1.0,1.0,-0.25,0.25,1.5,0.2,False,False,False,False,0.8081908356991964,0.6916984179761746,0.6666666666666666,0.4384615384615385,16,
zero_cash,aggressive,BuyHold_TLT,benchmark,,,,,0.20422830608593964,0.0,0.08678936185508894,0.42496245265123933,False,drawdown;effective_assets,-0.09045372223037107,0.1516641905461336,-0.5489279650114005,-0.39219151157207677,0.0,1.0,1.0,-0.25,0.25,1.5,0.2,False,True,False,True,0.637443678976859,1.0,0.6666666666666666,1.0,17,
zero_cash,aggressive,risk_adjusted_momentum_winner_12p_12p,benchmark,,,,,0.38124000518758683,0.0,0.05825350788378316,0.15280009204469472,False,drawdown;volatility;effective_assets;turnover,0.11602948225160326,0.30909878578090305,0.5018355888550975,-0.49059016063546523,0.35964912280701755,1.0,1.0,-0.25,0.25,1.5,0.2,False,False,False,False,0.5095903262229579,0.8088029183563543,0.6666666666666666,0.5560975609756098,18,
zero_cash,aggressive,BuyHold_BTC-USD,benchmark,,,,,0.29607281855547574,0.0,0.037385000625716786,0.1262696143743161,False,drawdown;volatility;effective_assets,0.12977333896755172,0.5131787191095913,0.4918542301179646,-0.6430152393197859,0.0,1.0,1.0,-0.25,0.25,1.5,0.2,False,False,False,True,0.38879327380244155,0.4871597178343078,0.6666666666666666,1.0,19,
zero_cash,conservative,rolling_markowitz_min_variance_52p,benchmark,,,,,0.602541768543386,0.42168833120493804,0.2206719291003469,0.36623507385024945,False,drawdown;volatility;effective_assets,0.08190227967534502,0.10439543275418126,0.8064203650326056,-0.23085849387458168,0.037810999613717804,2.647942470859379,0.47796827291972954,-0.1,0.1,3.0,0.05,False,False,False,True,0.4331657818677745,0.9578963117617307,0.8826474902864597,1.0,1,
zero_cash,conservative,Equal_Weight,benchmark,,,,,0.5652576816556425,0.3755323335057142,0.17273619869105344,0.30558841444685597,False,drawdown;volatility,0.0991563667059947,0.13021917701748498,0.7913205232039142,-0.2512975002879043,0.0,4.999999999999999,0.2,-0.1,0.1,3.0,0.05,False,False,True,True,0.397934718353477,0.7679360466743901,1.0,1.0,2,
zero_cash,conservative,rolling_risk_parity_inverse_vol_12p,benchmark,,,,,0.5750337680629098,0.3623593244871615,0.14441675187154274,0.25114481947387696,False,drawdown;volatility;turnover,0.0870721448064411,0.11238619088106326,0.7993464897270386,-0.26999140091903406,0.06561194255980307,3.3504992995213074,0.38111933621673044,-0.1,0.1,3.0,0.05,False,False,True,False,0.3703821664675474,0.8897890320513542,1.0,0.7620563886586148,3,
zero_cash,conservative,Equal_Weight_Risky,benchmark,,,,,0.5697632357178978,0.0,0.11453459979411774,0.20102139382476114,False,drawdown;volatility,0.12247239547146793,0.16277397127185625,0.7913205232039137,-0.30561365914867045,0.0,4.0,0.25,-0.1,0.1,3.0,0.05,False,False,True,True,0.3272105058346017,0.614348837339512,1.0,1.0,4,
zero_cash,conservative,BuyHold_GLD,benchmark,,,,,0.9074901111488645,0.7170109057841568,0.10478490033860856,0.11546671313691007,False,drawdown;volatility;effective_assets,0.22570823774842297,0.1664043116160493,1.3081884451675567,-0.1734831770796148,0.0,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,True,0.5764247674234607,0.6009459672579496,0.3333333333333333,1.0,5,
zero_cash,conservative,60_40_SPY_TLT,benchmark,,,,,0.4291338837471878,0.2873988885795697,0.08859210709946926,0.20644398043306414,False,drawdown;volatility;effective_assets,0.03659601838492699,0.12506403956913067,0.3496406498886238,-0.24827942177729057,0.0,1.9230769230769234,0.5999999999999998,-0.1,0.1,3.0,0.05,False,False,False,True,0.4027720029479573,0.7995903566246457,0.6410256410256411,1.0,6,
zero_cash,conservative,rolling_markowitz_long_only_52p,benchmark,,,,,0.9001860655429608,0.6599855630938487,0.05994876167576471,0.06659596717885842,False,drawdown;volatility;effective_assets;turnover,0.27619360337745547,0.2245106918365903,1.1988242479757492,-0.21063077134628416,0.10383556675119289,1.9620233202532145,0.5909031263913668,-0.1,0.1,3.0,0.05,False,False,False,False,0.4747644390267963,0.4454130855949828,0.6540077734177382,0.48153057342873884,7,
zero_cash,conservative,BuyHold_SPY,benchmark,,,,,0.5938067192979866,0.42161411592379233,0.05235973152494827,0.08817638774254573,False,drawdown;volatility;effective_assets,0.12095061740240043,0.16816682908247196,0.7634141117043921,-0.22479472014870994,0.0,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,True,0.44485030579831386,0.5946475921892911,0.3333333333333333,1.0,8,
zero_cash,conservative,V3_real_macro_vintage_clean_no_dxy_cap_0p70,td3,,V3_real_macro_vintage_clean_no_dxy,,,0.5287499607752029,0.4150685554584873,0.03521562144797815,0.0666016530693418,False,drawdown;effective_assets;turnover,0.08753889664548997,0.09769877123762447,0.9083162623487628,-0.17695494229721365,0.2767384531097496,1.9568992412966464,0.6571236875240694,-0.1,0.1,3.0,0.05,False,True,False,False,0.56511560910257,1.0,0.6522997470988822,0.1806760117292803,9,
zero_cash,conservative,trend_spy_cash_12p,benchmark,,,,,0.6205999769023157,0.5001067779412814,0.03374612663551844,0.05437661600304922,False,drawdown;volatility;effective_assets;turnover,0.08545944249028747,0.10745378258147749,0.8174290189188304,-0.16258846105371783,0.17543859649122806,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,False,0.6150497972113831,0.9306326645520775,0.3333333333333333,0.28500000000000003,10,
zero_cash,conservative,V7_real_macro_vintage_clean_no_dxy_garch_cap_0p80,td3,,V7_real_macro_vintage_clean_no_dxy_garch,,,0.5204788152276412,0.41524689843362494,0.028455738789665865,0.05467223248504401,False,drawdown;effective_assets;turnover,0.08976748249339628,0.08429722705585517,1.062484720081153,-0.16817981761958,0.3082727552705845,1.700697525644915,0.7292414311385291,-0.1,0.1,3.0,0.05,False,True,False,False,0.5946016675211194,1.0,0.5668991752149717,0.16219402832440646,11,
zero_cash,conservative,V4_real_garch_current_cap_0p70,td3,,V4_real_garch_current,,,0.4434670184284059,0.3513987387107859,0.019354363318113847,0.04364329817965583,False,drawdown;effective_assets;turnover,0.04879496611691381,0.07594821060106333,0.6653900842299352,-0.17191822842742943,0.4452178812134046,2.004302828951787,0.650403030510398,-0.1,0.1,3.0,0.05,False,True,False,False,0.5816718850276674,1.0,0.668100942983929,0.11230456392211635,12,
zero_cash,conservative,V5_no_volatility_block_cap_0p50,td3,,V5_no_volatility_block,,,0.4159751097381454,0.27453466639787133,0.018240000076059554,0.0438487776048465,False,drawdown;effective_assets;turnover,0.05495749251344351,0.09890172574955956,0.5904504654848056,-0.25374326668702707,0.4195252410779325,2.800666286309067,0.4934377478474876,-0.1,0.1,3.0,0.05,False,True,False,False,0.39409912745918246,1.0,0.9335554287696891,0.11918234018894665,13,
