protocol,strategy_name,strategy_type,base_candidate,cap_label,transaction_cost_mode,n_observations,start_date,end_date,frequency,cumulative_return,annualized_return,annualized_volatility,sharpe,sortino,calmar,max_drawdown,average_turnover,total_transaction_cost,mean_transaction_cost,average_max_weight,average_effective_number_of_assets,mean_cash_weight,cash_above_10_rate,mean_btc_weight,mean_cash_transaction_cost_contribution,mean_btc_transaction_cost_contribution,std_sharpe,worst_max_drawdown,dsr_score,median_aligned_seed_dsr_n25,date_averaged_dsr_n25,dsr_method,n_aligned_seeds
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,V3_real_macro_vintage_clean_no_dxy,0p70,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.44476238271256086,0.08753889664548997,0.09769877123762447,0.9083162623487628,1.3729643114658652,0.4946959689798298,-0.17695494229721365,0.2767384531097496,0.01590138775093056,6.974292873215158e-05,0.6571236875240694,1.9568992412966464,0.2717733138727814,1.0,0.0651017165246665,0.0,3.456512339056599e-05,0.3163149002634915,-0.2964720154796764,0.27959115665041356,0.27959115665041356,0.44439110209167193,median_aligned_seed_history_n25,10
zero_cash,V4_real_garch_current_cap_0p70,TD3,V4_real_garch_current,0p70,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.23231092210102222,0.04879496611691381,0.07594821060106333,0.6653900842299352,0.9654725393935006,0.28382659921086417,-0.17191822842742943,0.4452178812134046,0.024589697471798497,0.00010784955031490568,0.650403030510398,2.004302828951787,0.37011333210439334,1.0,0.07368101486254598,0.0,5.366786304851043e-05,0.3769077157292766,-0.3914256056533859,0.22499305162543423,0.22499305162543423,0.2683364935061234,median_aligned_seed_history_n25,10
zero_cash,V5_no_volatility_block_cap_0p50,TD3,V5_no_volatility_block,0p50,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.2643763596311586,0.05495749251344351,0.09890172574955956,0.5904504654848056,0.8292302310022852,0.21658699846892637,-0.25374326668702707,0.4195252410779325,0.026103251820968086,0.00011448794658319336,0.4934377478474876,2.800666286309067,0.24155553827371967,0.9736842105263158,0.09719205908823873,0.0,6.1308209902845e-05,0.2399223104075714,-0.4454422845198692,0.2070326524268207,0.2070326524268207,0.22059231648654992,median_aligned_seed_history_n25,10
zero_cash,V7_real_macro_vintage_clean_no_dxy_garch_cap_0p80,TD3,V7_real_macro_vintage_clean_no_dxy_garch,0p80,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.4577886030475864,0.08976748249339628,0.08429722705585517,1.062484720081153,1.695784358447897,0.5337589477974631,-0.16817981761958,0.3082727552705845,0.014696843671449555,6.445984066425243e-05,0.7292414311385291,1.700697525644915,0.3415460567250154,0.9868421052631579,0.058126941846725205,0.0,2.3974127127622134e-05,0.4008323013377463,-0.30162555315410544,0.21229828557507802,0.21229828557507802,0.5889816031432386,median_aligned_seed_history_n25,10
zero_cash,V8_ewma_garch_vol_current_cap_uncapped,TD3,V8_ewma_garch_vol_current,uncapped,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.26875087138925235,0.05578883032115978,0.11610593053679893,0.5254590591355164,0.7360755928494638,0.27350934254188347,-0.20397413047277035,0.530399548934085,0.03733966239360223,0.00016377044909474662,0.8773893414866458,1.3107241932933702,0.4134890078325156,0.9868421052631579,0.1679077577403812,0.0,0.00011420584368674194,0.3062343992900931,-0.41362007935239653,0.07700936569968414,0.07700936569968414,0.18556534695911708,median_aligned_seed_history_n25,10
zero_cash,60_40_SPY_TLT,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.17068974293223782,0.03659601838492699,0.12506403956913067,0.3496406498886238,0.4356431213797056,0.1473985162481731,-0.24827942177729057,0.0,0.0,0.0,0.5999999999999998,1.9230769230769234,0.0,0.0,0.0,0.0,0.0,0.0,-0.24827942177729057,0.10291550980732272,,0.10291550980732272,aligned_single_history_n25,1
zero_cash,BuyHold_BTC-USD,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.7074443774278996,0.12977333896755172,0.5131787191095913,0.4918542301179646,0.3953367308720968,0.20182000523787358,-0.6430152393197859,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6430152393197859,0.16851613424311573,,0.16851613424311573,aligned_single_history_n25,1
zero_cash,BuyHold_GLD,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,1.4408633139757354,0.22570823774842297,0.1664043116160493,1.3081884451675567,2.1982624534964055,1.3010381844969388,-0.1734831770796148,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1734831770796148,0.7460632557929164,,0.7460632557929164,aligned_single_history_n25,1
zero_cash,BuyHold_SPY,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.6497481321827132,0.12095061740240043,0.16816682908247196,0.7634141117043921,1.096043735503628,0.5380491913795269,-0.22479472014870994,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22479472014870994,0.33826318770281705,,0.33826318770281705,aligned_single_history_n25,1
zero_cash,BuyHold_TLT,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,-0.3401236119888653,-0.09045372223037107,0.1516641905461336,-0.5489279650114005,-0.8013945473501016,-0.23063661390271453,-0.39219151157207677,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39219151157207677,0.0008432122246800899,,0.0008432122246800899,aligned_single_history_n25,1
zero_cash,Equal_Weight_Risky,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.6595907740907703,0.12247239547146793,0.16277397127185625,0.7913205232039137,1.1821249668671356,0.40074254472994403,-0.30561365914867045,0.0,0.0,0.0,0.25,4.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.30561365914867045,0.3660421342444989,,0.3660421342444989,aligned_single_history_n25,1
zero_cash,Equal_Weight,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.5136658991736218,0.0991563667059947,0.13021917701748498,0.7913205232039142,1.1963432275469057,0.3945776085810408,-0.2512975002879043,0.0,0.0,0.0,0.2,4.999999999999999,0.2,1.0,0.2,0.0,0.0,0.0,-0.2512975002879043,0.3660421342444993,,0.3660421342444993,aligned_single_history_n25,1
zero_cash,defensive_risk_off_12p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.4349751859959239,0.08585423077929355,0.14231637410267597,0.6507149699585638,0.8468444327843481,0.45581350850188435,-0.18835385344648825,0.24561403508771928,0.008400000000000001,3.68421052631579e-05,1.0,1.0,0.11842105263157894,0.11842105263157894,0.0,0.0,0.0,0.0,-0.18835385344648825,0.245632342999914,,0.245632342999914,aligned_single_history_n25,1
zero_cash,momentum_winner_12p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,2.164517510799018,0.3004846187538317,0.3614291915419867,0.8971611533196885,1.6398602522661376,0.9713956605816546,-0.3093328814892037,0.45614035087719296,0.0444,0.00019473684210526317,1.0,1.0,0.10964912280701754,0.10964912280701754,0.37719298245614036,0.0,0.00014473684210526317,0.0,-0.3093328814892037,0.5501316104886295,,0.5501316104886295,aligned_single_history_n25,1
zero_cash,risk_adjusted_momentum_winner_12p_12p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.6182270832452723,0.11602948225160326,0.30909878578090305,0.5018355888550975,0.6472036645041498,0.2365100068483016,-0.49059016063546523,0.35964912280701755,0.03,0.00013157894736842105,1.0,1.0,0.0,0.0,0.2149122807017544,0.0,7.456140350877193e-05,0.0,-0.49059016063546523,0.19132655285775257,,0.19132655285775257,aligned_single_history_n25,1
zero_cash,rolling_markowitz_long_only_52p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,1.9134219892756352,0.27619360337745547,0.2245106918365903,1.1988242479757492,2.2121237277382066,1.3112690117028711,-0.21063077134628416,0.10383556675119289,0.00816639001176669,3.5817500051608295e-05,0.5909031263913668,1.9620233202532145,0.0,0.0,0.3171396223338405,0.0,1.8812983376717518e-05,0.0,-0.21063077134628416,0.7285523154586597,,0.7285523154586597,aligned_single_history_n25,1
zero_cash,rolling_markowitz_min_variance_52p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.4122168472146197,0.08190227967534502,0.10439543275418126,0.8064203650326056,1.2637392644952323,0.3547726501232396,-0.23085849387458168,0.037810999613717804,0.0022532606662660597,9.882722220465174e-06,0.47796827291972954,2.647942470859379,0.0,0.0,0.017949877202326457,0.0,2.900652872152003e-06,0.0,-0.23085849387458168,0.38376360312804647,,0.38376360312804647,aligned_single_history_n25,1
zero_cash,rolling_risk_parity_inverse_vol_12p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.44204560735411746,0.0870721448064411,0.11238619088106326,0.7993464897270386,1.202231112672235,0.32249969632385656,-0.26999140091903406,0.06561194255980307,0.004435584723542288,1.945431896290477e-05,0.38111933621673044,3.3504992995213074,0.0,0.0,0.09470357086415249,0.0,7.91491306368035e-06,0.0,-0.26999140091903406,0.3685038203948592,,0.3685038203948592,aligned_single_history_n25,1
zero_cash,trend_spy_cash_12p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.43268905342697295,0.08545944249028747,0.10745378258147749,0.8174290189188304,1.1603290158097521,0.5256181277344917,-0.16258846105371783,0.17543859649122806,0.004,1.7543859649122806e-05,1.0,1.0,0.29385964912280704,0.29385964912280704,0.0,0.0,0.0,0.0,-0.16258846105371783,0.36552682902855127,,0.36552682902855127,aligned_single_history_n25,1
bil_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,V3_real_macro_vintage_clean_no_dxy,0p70,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.3471948039857349,0.07033373502304463,0.08859914508206367,0.8117810891720456,1.2092382406637714,0.376772289790757,-0.18667438378258905,0.24186329432606518,0.01649532983052253,7.234793785316899e-05,0.6489820179189589,1.9679669826779054,0.3223979146691949,1.0,0.056950210522095056,1.2344703395652246e-05,2.996909873495616e-05,0.4928664519170413,-0.31251852498907995,0.3516062901059137,0.3516062901059137,0.3737474230427644,median_aligned_seed_history_n25,10
