protocol,strategy_name,strategy_type,base_candidate,cap_label,transaction_cost_mode,n_observations,start_date,end_date,frequency,cumulative_return,annualized_return,annualized_volatility,sharpe,sortino,calmar,max_drawdown,average_turnover,total_transaction_cost,mean_transaction_cost,average_max_weight,average_effective_number_of_assets,mean_cash_weight,cash_above_10_rate,mean_btc_weight,mean_cash_transaction_cost_contribution,mean_btc_transaction_cost_contribution,std_sharpe,worst_max_drawdown,dsr_score,median_aligned_seed_dsr_n25,date_averaged_dsr_n25,dsr_method,n_aligned_seeds,type,dsr_available,sortino_score,calmar_score,drawdown_score,stability_score,discipline_score,robust_score,mandate_bucket,recovery_required,drawdown_multiplier,mandate_aware_score,rank_mandate_aware,rank_robust,rank_sharpe
zero_cash,V4_real_garch_current_cap_0p70,TD3,V4_real_garch_current,0p70,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.23231092210102222,0.04879496611691381,0.07594821060106333,0.6653900842299352,0.9654725393935006,0.28382659921086417,-0.17191822842742943,0.4452178812134046,0.024589697471798497,0.00010784955031490568,0.650403030510398,2.004302828951787,0.37011333210439334,1.0,0.07368101486254598,0.0,5.366786304851043e-05,0.3769077157292766,-0.3914256056533859,0.22499305162543423,0.22499305162543423,0.2683364935061234,median_aligned_seed_history_n25,10,td3,True,0.5863137122312045,0.3336541514410277,0.9805802511521441,0.19888492533507532,0.5,0.4434670184284059,clean_mandate,0.20761020750516912,0.7923897924948309,0.3513987387107859,11,13,12
zero_cash,60_40_SPY_TLT,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.17068974293223782,0.03659601838492699,0.12506403956913067,0.3496406498886238,0.4356431213797056,0.1473985162481731,-0.24827942177729057,0.0,0.0,0.0,0.5999999999999998,1.9230769230769234,0.0,0.0,0.0,0.0,0.0,0.0,-0.24827942177729057,0.10291550980732272,,0.10291550980732272,aligned_single_history_n25,1,benchmark,True,0.4104961562556169,0.2451739742517729,0.821635752626354,0.9464907257879062,0.9846153846153847,0.4291338837471878,eligible_yellow,0.3302815287620525,0.6697184712379475,0.2873988885795697,12,14,18
zero_cash,V8_ewma_garch_vol_current_cap_uncapped,TD3,V8_ewma_garch_vol_current,uncapped,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.26875087138925235,0.05578883032115978,0.11610593053679893,0.5254590591355164,0.7360755928494638,0.27350934254188347,-0.20397413047277035,0.530399548934085,0.03733966239360223,0.00016377044909474662,0.8773893414866458,1.3107241932933702,0.4134890078325156,0.9868421052631579,0.1679077577403812,0.0,0.00011420584368674194,0.3062343992900931,-0.41362007935239653,0.07700936569968414,0.07700936569968414,0.18556534695911708,median_aligned_seed_history_n25,10,td3,True,0.5101910789489111,0.3269629139893656,0.9138564474519518,0.30844719588724356,0.35048405666664406,0.37598099783740996,eligible_yellow,0.25624057996244937,0.7437594200375506,0.2796394088966916,13,17,15
zero_cash,V5_no_volatility_block_cap_0p50,TD3,V5_no_volatility_block,0p50,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.2643763596311586,0.05495749251344351,0.09890172574955956,0.5904504654848056,0.8292302310022852,0.21658699846892637,-0.25374326668702707,0.4195252410779325,0.026103251820968086,0.00011448794658319336,0.4934377478474876,2.800666286309067,0.24155553827371967,0.9736842105263158,0.09719205908823873,0.0,6.1308209902845e-05,0.2399223104075714,-0.4454422845198692,0.2070326524268207,0.2070326524268207,0.22059231648654992,median_aligned_seed_history_n25,10,td3,True,0.5411033315550752,0.2900460345593416,0.8102628542848912,0.40438117907640087,0.513157894736842,0.4159751097381454,eligible_red,0.3400214100053012,0.6599785899946988,0.27453466639787133,14,15,14
zero_cash,momentum_winner_12p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,2.164517510799018,0.3004846187538317,0.3614291915419867,0.8971611533196885,1.6398602522661376,0.9713956605816546,-0.3093328814892037,0.45614035087719296,0.0444,0.00019473684210526317,1.0,1.0,0.10964912280701754,0.10964912280701754,0.37719298245614036,0.0,0.00014473684210526317,0.0,-0.3093328814892037,0.5501316104886295,,0.5501316104886295,aligned_single_history_n25,1,benchmark,True,0.8101012095387743,0.7795757759248523,0.6945540359654631,0.9083662107896389,0.7451754385964913,0.715253378642922,not_eligible,0.4478755006553396,0.5521244993446603,0.0,15,3,5
zero_cash,Equal_Weight_Risky,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.6595907740907703,0.12247239547146793,0.16277397127185625,0.7913205232039137,1.1821249668671356,0.40074254472994403,-0.30561365914867045,0.0,0.0,0.0,0.25,4.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.30561365914867045,0.3660421342444989,,0.3660421342444989,aligned_single_history_n25,1,benchmark,True,0.6582072292755923,0.4094797685070275,0.702295532711245,0.9106886598133734,1.0,0.5697632357178978,not_eligible,0.4401204936922908,0.5598795063077092,0.0,15,8,10
zero_cash,risk_adjusted_momentum_winner_12p_12p,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.6182270832452723,0.11602948225160326,0.30909878578090305,0.5018355888550975,0.6472036645041498,0.2365100068483016,-0.49059016063546523,0.35964912280701755,0.03,0.00013157894736842105,1.0,1.0,0.0,0.0,0.2149122807017544,0.0,7.456140350877193e-05,0.0,-0.49059016063546523,0.19132655285775257,,0.19132655285775257,aligned_single_history_n25,1,benchmark,True,0.48069999237413014,0.30296706425696035,0.3172701555780165,0.795181046673405,0.8,0.38124000518758683,not_eligible,0.9630559182905728,0.0369440817094272,0.0,15,16,16
zero_cash,BuyHold_BTC-USD,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,0.7074443774278996,0.12977333896755172,0.5131787191095913,0.4918542301179646,0.3953367308720968,0.20182000523787358,-0.6430152393197859,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6430152393197859,0.16851613424311573,,0.16851613424311573,aligned_single_history_n25,1,benchmark,True,0.39712096260213636,0.2804689288105685,0.0,0.7,0.8,0.29607281855547574,not_eligible,1.80124002518919,0.0,0.0,15,18,17
zero_cash,BuyHold_TLT,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,-0.3401236119888653,-0.09045372223037107,0.1516641905461336,-0.5489279650114005,-0.8013945473501016,-0.23063661390271453,-0.39219151157207677,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39219151157207677,0.0008432122246800899,,0.0008432122246800899,aligned_single_history_n25,1,benchmark,True,0.0,0.0,0.5220852356585313,0.8566255706975593,0.8,0.20422830608593964,not_eligible,0.6452550746477188,0.3547449253522812,0.0,15,19,19
bil_cash,BuyHold_GLD,benchmark,,,asset_specific,228,2022-01-07,2026-05-15,weekly Friday,1.4988884808017944,0.23229361880884336,0.16543200057298252,1.3474054884786069,2.2927257862918013,1.3389979519584156,-0.1734831770796148,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1734831770796148,0.7703032434109172,,0.7703032434109172,aligned_single_history_n25,1,benchmark,True,1.0,1.0,0.8495524807074989,0.9548657442122497,0.8,0.8940104195506251,clean_mandate,0.20989672837708917,0.7901032716229108,0.70636055735192,1,1,1
