protocol,strategy_name,strategy_type,sharpe,calmar,sortino,annualized_return,max_drawdown,average_turnover,mean_transaction_cost,average_effective_number_of_assets,average_max_weight,rank_by_sharpe,rank_by_calmar,rank_by_sortino,rank_by_max_drawdown,rank_by_turnover,rank_by_effective_assets,rank_by_average_max_weight
zero_cash,BuyHold_SPY,benchmark,0.7634141117043921,0.5380491913795269,1.096043735503628,0.12095061740240043,-0.22479472014870994,0.0,0.0,1.0,1.0,11,4,11,9,1,12,12
zero_cash,V4_real_garch_current_cap_0p70,td3,0.6653900842299352,0.28382659921086417,0.9654725393935006,0.04879496611691381,-0.17191822842742943,0.4452178812134046,0.00010784955031490568,2.004302828951787,0.650403030510398,12,13,12,3,17,6,8
zero_cash,defensive_risk_off_12p,benchmark,0.6507149699585638,0.45581350850188435,0.8468444327843481,0.08585423077929355,-0.18835385344648825,0.24561403508771928,3.68421052631579e-05,1.0,1.0,13,8,13,6,12,12,12
zero_cash,V5_no_volatility_block_cap_0p50,td3,0.5904504654848056,0.21658699846892637,0.8292302310022852,0.05495749251344351,-0.25374326668702707,0.4195252410779325,0.00011448794658319336,2.800666286309067,0.4934377478474876,14,16,14,13,16,4,5
zero_cash,V8_ewma_garch_vol_current_cap_uncapped,td3,0.5254590591355164,0.27350934254188347,0.7360755928494638,0.05578883032115978,-0.20397413047277035,0.530399548934085,0.00016377044909474662,1.3107241932933702,0.8773893414866458,15,14,15,7,19,11,11
zero_cash,risk_adjusted_momentum_winner_12p_12p,benchmark,0.5018355888550975,0.2365100068483016,0.6472036645041498,0.11602948225160326,-0.49059016063546523,0.35964912280701755,0.00013157894736842105,1.0,1.0,16,15,16,18,15,12,12
zero_cash,BuyHold_BTC-USD,benchmark,0.4918542301179646,0.20182000523787358,0.3953367308720968,0.12977333896755172,-0.6430152393197859,0.0,0.0,1.0,1.0,17,17,18,19,1,12,12
zero_cash,60_40_SPY_TLT,benchmark,0.3496406498886238,0.1473985162481731,0.4356431213797056,0.03659601838492699,-0.24827942177729057,0.0,0.0,1.9230769230769234,0.5999999999999998,18,18,17,11,1,9,7
zero_cash,BuyHold_TLT,benchmark,-0.5489279650114005,-0.23063661390271453,-0.8013945473501016,-0.09045372223037107,-0.39219151157207677,0.0,0.0,1.0,1.0,19,19,19,17,1,12,12
bil_cash,BuyHold_GLD,benchmark,1.3474054884786069,1.3389979519584156,2.2927257862918013,0.23229361880884336,-0.1734831770796148,0.0,0.0,1.0,1.0,1,1,1,4,1,12,12
