protocol,strategy_name,strategy_type,seed,date,portfolio_return,financial_net_return,turnover,transaction_cost,weight_SPY,weight_TLT,weight_GLD,weight_BTC-USD,weight_CASH,asset_turnover_SPY,asset_turnover_TLT,asset_turnover_GLD,asset_turnover_BTC-USD,asset_turnover_CASH,asset_transaction_cost_contribution_SPY,asset_transaction_cost_contribution_TLT,asset_transaction_cost_contribution_GLD,asset_transaction_cost_contribution_BTC-USD,asset_transaction_cost_contribution_CASH,diagnostic_max_weight,diagnostic_effective_assets,portfolio_value,drawdown,transaction_cost_mode,gross_return,net_return
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-03-18,0.022340074488453,0.0221999127462712,0.5823664055592811,0.0001401617421817,0.3779965750200381,5.06854605591109e-05,0.0288684931276703,5.6068990804915e-14,0.5930842463916766,0.2911832027796406,0.0563301584587876,0.0715977759730871,0.0563395147394423,0.1069157536083234,5.823664055592813e-05,1.1266031691757522e-05,1.431955519461742e-05,5.63395147394424e-05,0.0,0.5930842463916766,2.0183112233971947,95399.08206039722,-0.029566243023993355,asset_specific,0.022340074488453,0.0221999127462712
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-03-25,0.00486361727415,0.0047228553618049,0.6603685010358676,0.000140761912345,0.0478123245021042,0.0375924318021193,0.1770060401212608,0.0375892035745155,0.7,0.3301842505179339,0.0375417463415602,0.1481375469935905,0.0375892035744595,0.1069157536083234,6.603685010358678e-05,7.508349268312048e-06,2.9627509398718112e-05,3.758920357445951e-05,0.0,0.7,1.8995398137636186,95849.63812661743,-0.024983024751582872,asset_specific,0.00486361727415,0.0047228553618049
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-04-01,0.0027485241636255,0.0027042526145092,0.1293247773606269,4.427154911632051e-05,0.0664586685648048,0.0606002343644883,0.1123436514409473,0.0605974456297594,0.7,0.0186463440627006,0.0230078025623689,0.0646623886803134,0.0230082420552438,0.0,3.729268812540125e-06,4.601560512473797e-06,1.2932477736062696e-05,2.300824205524389e-05,0.0,0.7,1.9440793753484842,96108.8397611211,-0.02234633254707652,asset_specific,0.0027485241636255,0.0027042526145092
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-04-08,0.0038397821886029,0.0036876046560014,0.7946044122275382,0.0001521775326014,0.1089575480185264,2.005619700105506e-06,0.4671469781009948,7.240560226886469e-16,0.4238934682607778,0.0424988794537216,0.0605982287447882,0.3548033266600474,0.0605974456297587,0.2761065317392221,8.49977589074432e-06,1.2119645748957648e-05,7.09606653320095e-05,6.0597445629758744e-05,0.0,0.4671469781009948,2.440311691222401,96463.2511661071,-0.01874113233102015,asset_specific,0.0038397821886029,0.0036876046560014
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-04-15,-0.0009693603872284,-0.0010360354768964,0.5411559490837976,6.667508966793598e-05,0.1717535493708203,3.4780651846843972e-06,0.1965690035590968,4.576895713204901e-17,0.6316739690048983,0.0627960013522938,1.4724454845788914e-06,0.270577974541898,6.782870655565979e-16,0.2077805007441204,1.2559200270458774e-05,2.9448909691577825e-10,5.411559490837961e-05,6.782870655565979e-19,0.0,0.6316739690048983,2.140637036144146,96363.31181568225,-0.019757751329944506,asset_specific,-0.0009693603872284,-0.0010360354768964
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-04-22,-0.0186364074076609,-0.0187619394906091,0.9662392988076464,0.0001255320829481,0.6548731987746436,1.1337930457607227e-06,0.052030582494542,6.191436606317965e-19,0.2930950849377685,0.4831196494038232,2.3442721389236743e-06,0.1445384210645547,4.5149813471417205e-17,0.3385788840671297,9.662392988076465e-05,4.688544277847348e-10,2.890768421291094e-05,4.514981347141721e-20,0.0,0.6548731987746436,1.9324761272068605,94555.34919028172,-0.03814899708563069,asset_specific,-0.0186364074076609,-0.0187619394906091
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-04-29,-0.0211751431676056,-0.0212058041210863,0.1646222443864387,3.0660953480663233e-05,0.5725620765814242,4.463931702122702e-06,0.123020897565937,9.091973380692058e-15,0.3044125619209274,0.0823111221932193,3.330138656361979e-06,0.070990315071395,9.091354237031426e-15,0.0113174769831589,1.646222443864387e-05,6.660277312723957e-10,1.4198063014279e-05,9.091354237031426e-18,0.0,0.5725620765814242,2.2955340259261905,92550.2269767517,-0.05854582104710304,asset_specific,-0.0211751431676056,-0.0212058041210863
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-05-06,-0.0011411341428757,-0.0011687599324586,0.2062102565787392,2.762578958289902e-05,0.6075856807637688,4.679374436190114e-06,0.0199157692765675,1.845217775150779e-14,0.372493870585209,0.0350236041823446,2.1544273406741185e-07,0.1031051282893695,9.360204370815736e-15,0.0680813086642815,7.004720836468926e-06,4.308854681348237e-11,2.062102565787392e-05,9.360204370815737e-18,0.0,0.6075856807637688,1.9673085221976934,92442.05797972131,-0.05964615496970904,asset_specific,-0.0011411341428757,-0.0011687599324586
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-05-13,-0.0207371527606266,-0.0207805811478061,0.2865379712960543,4.342838717952298e-05,0.7,0.0184739170936253,0.0338329604067773,0.0184682375624153,0.2292248849371818,0.0924143192362311,0.0184692377191891,0.0139171911302098,0.0184682375623969,0.1432689856480271,1.8482863847246224e-05,3.693847543837839e-06,2.7834382260419767e-06,1.846823756239694e-05,0.0,0.7,1.8369822341833413,90521.05829240353,-0.07918725435401242,asset_specific,-0.0207371527606266,-0.0207805811478061
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-05-20,-0.0176174281021374,-0.01767480725576,0.3193918156095341,5.7379153622529866e-05,0.7,0.0502683716347018,0.1299344485934975,0.0502682026393859,0.0695289771324148,0.0,0.0317944545410764,0.0961014881867201,0.0317999650769705,0.159695907804767,0.0,6.358890908215295e-06,1.9220297637344027e-05,3.1799965076970546e-05,0.0,0.7,1.9350929535675698,88921.11603449787,-0.09546244215195243,asset_specific,-0.0176174281021374,-0.01767480725576
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-05-27,0.0459000408172362,0.0458919430956144,0.0492059908797464,8.09772162187609e-06,0.7000000000000001,0.0462972361471309,0.1132739918085719,0.0462967994720091,0.0941319725722879,1.1102230246251563e-16,0.0039711354875709,0.0166604567849255,0.0039714031673767,0.0246029954398731,2.2204460492503132e-20,7.942270975141857e-07,3.332091356985112e-06,3.97140316737677e-06,0.0,0.7000000000000001,1.9380646734208273,93001.87883155157,-0.05395145601934381,asset_specific,0.0459000408172362,0.0458919430956144
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-06-03,-0.0079173546622857,-0.0079799907771713,0.2559867530815571,6.263611488558961e-05,0.6836056041969146,1.6688815488745885e-07,0.0942688798016471,2.1681415388640172e-13,0.2221253491130665,0.0163943958030854,0.046297069258976,0.0190051120069247,0.0462967994717923,0.1279933765407785,3.2788791606170875e-06,9.259413851795207e-06,3.8010224013849544e-06,4.6296799471792355e-05,0.0,0.6836056041969146,1.9027941817802976,92259.72469621619,-0.0615009146750658,asset_specific,-0.0079173546622857,-0.0079799907771713
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-06-10,-0.0352482953238533,-0.0352747505391577,0.0847053107282038,2.6455215304396995e-05,0.7000000000000001,0.0129824358082726,0.056249421207359,0.0129759906411155,0.2177921523432528,0.0163943958030854,0.0129822689201177,0.0380194585942881,0.0129759906408987,0.0043331967698137,3.2788791606170875e-06,2.5964537840235493e-06,7.603891718857627e-06,1.297599064089873e-05,0.0,0.7000000000000001,1.8486532060131098,89005.2859227458,-0.09460623579113048,asset_specific,-0.0352482953238533,-0.0352747505391577
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-06-17,-0.0325870857476009,-0.0326400421579591,0.4257561784532863,5.295641035822107e-05,0.5674985982167933,2.5283480811548083e-08,0.0018311349298299,2.256121120310317e-17,0.4306702415698959,0.1325014017832068,0.0129824105247918,0.0544182862775291,0.0129759906411155,0.2128780892266431,2.650028035664136e-05,2.5964821049583648e-06,1.088365725550582e-05,1.297599064111552e-05,0.0,0.5674985982167933,1.970307975009593,86100.14963794618,-0.12415832642446123,asset_specific,-0.0325870857476009,-0.0326400421579591
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-06-24,0.03928834681805,0.0392829876027068,0.0521935461668716,5.359215343193544e-06,0.593595371300229,1.0744946896282844e-09,0.0011318555062843,7.85372437084517e-17,0.4052727721189917,0.0260967730834357,2.42089861219198e-08,0.0006992794235455,5.597603250534854e-17,0.0253974694509041,5.2193546166871445e-06,4.8417972243839595e-12,1.398558847091196e-07,5.597603250534854e-20,0.0,0.593595371300229,1.935723279673309,89482.42074876481,-0.08975264881945944,asset_specific,0.03928834681805,0.0392829876027068
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-07-01,-0.011273200842876,-0.0112934280536794,0.1961421113796125,2.022721080346511e-05,0.4955243159891084,6.958089645441156e-10,0.0041968538338031,1.7543894597581095e-16,0.5002788294812792,0.0980710553111205,3.786857250841688e-10,0.0030649983275187,9.690170226735927e-17,0.0950060573622874,1.9614211062224107e-05,7.573714501683375e-14,6.129996655037563e-07,9.690170226735929e-20,0.0,0.5002788294812792,2.016776073607904,88471.85746796957,-0.10003246179106906,asset_specific,-0.011273200842876,-0.0112934280536794
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-07-08,0.0052664822631661,0.0052222017404532,0.4175573150861096,4.42805227129033e-05,0.2867456584460537,0.0008916828485439,0.0114710414561203,0.000891617249282,0.7,0.2087786575430547,0.0008916821527349,0.0072741876223172,0.0008916172492819,0.1997211705187207,4.175573150861095e-05,1.7833643054699274e-07,1.4548375244634526e-06,8.916172492819029e-07,0.0,0.7,1.7471635967136505,88933.87535601994,-0.09533264974668287,asset_specific,0.0052664822631661,0.0052222017404532
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-07-15,-0.0031113599126829,-0.0031223229431797,0.0864505093737506,1.09630304968199e-05,0.329970913132929,1.946930734820953e-11,0.0052309127340017,7.588302925576432e-14,0.664798174113524,0.0432252546868752,0.0008916828290746,0.0062401287221186,0.0008916172492061,0.0352018258864759,8.645050937375055e-06,1.7833656581492418e-07,1.2480257444237252e-06,8.916172492061953e-07,0.0,0.664798174113524,1.8153275349113756,88656.19507656996,-0.0981573133703244,asset_specific,-0.0031113599126829,-0.0031223229431797
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-07-22,0.0082929438023229,0.0082901553631731,0.024279065736073,2.7884391497312087e-06,0.3178313802756059,8.819861001785121e-12,0.0070335756143654,1.1901452906393024e-14,0.675135044101197,0.012139532857323,1.0649446346424407e-11,0.0018026628803636,6.39815763493713e-14,0.0103368699876729,2.427906571464611e-06,2.129889269284882e-15,3.605325760727267e-07,6.39815763493713e-17,0.0,0.675135044101197,1.795739691182933,89391.16870766251,-0.09068089738502294,asset_specific,0.0082929438023229,0.0082901553631731
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-07-29,0.0173677347755538,0.0173506139624446,0.1712081310913082,1.712081310914034e-05,0.4015973630128341,1.15795312696813e-10,0.0088716583158159,2.396723664781991e-15,0.5895309785555524,0.0837659827372281,1.0697545169502788e-10,0.0018380827014505,9.504729241611032e-15,0.0856040655456445,1.6753196547445637e-05,2.1395090339005574e-14,3.676165402901097e-07,9.504729241611033e-18,0.0,0.5895309785555524,1.9649997275539361,90942.16036756092,-0.07490365266687382,asset_specific,0.0173677347755538,0.0173506139624446
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-08-05,0.0013134963720889,0.0013041877921954,0.0930857989346196,9.308579893463872e-06,0.3622332162203077,1.0882348335013116e-10,0.0016929056480066,2.7542419039787908e-17,0.6360738780228621,0.0393641467925263,6.971829346681856e-12,0.0071787526678093,2.369181245742203e-15,0.0465428994673097,7.872829358505273e-06,1.3943658693363713e-15,1.435750533561865e-06,2.369181245742203e-18,0.0,0.6360738780228621,1.8663480287201972,91060.76602290815,-0.07369715330407767,asset_specific,0.0013134963720889,0.0013041877921954
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-08-12,0.0111103934961065,0.0111048247498533,0.0531832659300329,5.568746253157185e-06,0.3356415833628809,1.2338760310810733e-12,0.002945003948776,4.4326308226096417e-17,0.6614134126871092,0.0265916328574268,1.0758960731905008e-10,0.0012520983007694,1.6783889186308506e-17,0.0253395346642471,5.3183265714853654e-06,2.1517921463810016e-14,2.5041966015388145e-07,1.6783889186308508e-20,0.0,0.6614134126871092,1.8177467222833805,92071.97987117994,-0.06341072252622926,asset_specific,0.0111103934961065,0.0111048247498533
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-08-19,-0.0072352387792154,-0.0072928949979275,0.5717962594940407,5.76562187121386e-05,0.6215397131099012,2.6141073268612662e-14,0.0005620401363112,4.640748459850331e-19,0.3778982467537614,0.2858981297470203,1.2077349578124608e-12,0.0023829638124647,4.3862233380111384e-17,0.2835151659333477,5.717962594940406e-05,2.4154699156249216e-16,4.765927624929539e-07,4.386223338011138e-20,0.0,0.6215397131099012,1.8899339661058425,91400.50858972814,-0.07024116978303008,asset_specific,-0.0072352387792154,-0.0072928949979275
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-08-26,-0.028679902255294,-0.0287310553389619,0.3089094088042315,5.1153083667854264e-05,0.7,0.0253276784843746,0.0259011006796908,0.0253276784842888,0.2234435423516456,0.0784602868900987,0.0253276784843485,0.0253390605433796,0.0253276784842888,0.1544547044021157,1.5692057378019753e-05,5.065535696869707e-06,5.067812108675921e-06,2.5327678484288887e-05,0.0,0.7,1.845424081786585,88774.47551942739,-0.0969541221858824,asset_specific,-0.028679902255294,-0.0287310553389619
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-09-02,-0.0243953463808038,-0.0244037080137041,0.037260820738167,8.361632900269882e-06,0.7,0.0311221170192565,0.0329426339808259,0.0311221170173553,0.2048131319825621,0.0,0.0057944385348818,0.0070415333011351,0.0057944385330664,0.0186304103690835,0.0,1.1588877069763797e-06,1.408306660227026e-06,5.794438533066476e-06,0.0,0.7,1.8692608720110941,86608.04913978156,-0.11899179011103722,asset_specific,-0.0243953463808038,-0.0244037080137041
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-09-09,0.0282804523922316,0.0282589992679088,0.0905253502967258,2.1453124322831157e-05,0.7,0.0466228536656925,0.0472038358663047,0.0466228536338035,0.1595504568341991,0.0,0.0155007366464359,0.0142612018854787,0.0155007366164482,0.0452626751483629,0.0,3.1001473292871965e-06,2.8522403770957425e-06,1.5500736616448218e-05,0.0,0.7,1.9155916332400202,89055.50593701766,-0.09409537975276339,asset_specific,0.0282804523922316,0.0282589992679088
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-09-16,-0.0383779865232004,-0.0383821388394267,0.0182677180772961,4.152316226287771e-06,0.7000000000000001,0.0437159232179509,0.043883837798596,0.0437159231106058,0.1686843158728472,1.1102230246251563e-16,0.0029069304477415,0.0033199980677086,0.0029069305231976,0.009133859038648,2.2204460492503132e-20,5.813860895483136e-07,6.639996135417395e-07,2.9069305231976957e-06,0.0,0.7000000000000001,1.9076602638075715,85637.36514372766,-0.128865936662371,asset_specific,-0.0383779865232004,-0.0383821388394267
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-09-23,-0.0350637866360375,-0.0350811390314902,0.074867338643302,1.7352395452700675e-05,0.7,0.056048000125824,0.0566533532269107,0.0560480000960689,0.1312506465511961,1.1102230246251563e-16,0.012332076907873,0.0127695154283147,0.012332076985463,0.037433669321651,2.2204460492503132e-20,2.466415381574616e-06,2.5539030856629535e-06,1.2332076985463084e-05,0.0,0.7,1.9352875031450418,82633.10883083005,-0.1594263118533854,asset_specific,-0.0350637866360375,-0.0350811390314902
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-09-30,-0.0211885062804495,-0.0211914238204984,0.0131429098634974,2.917540048843818e-06,0.7000000000000001,0.0540439387798467,0.0540900209692571,0.0540439387679513,0.1378221014829448,1.1102230246251563e-16,0.0020040613459773,0.0025633322576536,0.0020040613281175,0.0065714549317487,2.2204460492503132e-20,4.008122691954677e-07,5.126664515307314e-07,2.004061328117597e-06,0.0,0.7000000000000001,1.9313887412068305,80881.99559999057,-0.17723926513125976,asset_specific,-0.0211885062804495,-0.0211914238204984
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-10-07,0.0115148684994843,0.0114884709573191,0.1131648396060007,2.6397542165284423e-05,0.7,0.0351926160249821,0.0352102466769767,0.0351926160120959,0.1944045212859451,1.1102230246251563e-16,0.0188513227548646,0.0188797742922803,0.0188513227558554,0.0565824198030002,2.2204460492503132e-20,3.770264550972924e-06,3.7759548584560657e-06,1.885132275585541e-05,0.0,0.7,1.8814324299983818,81811.20605741107,-0.16778700232389765,asset_specific,0.0115148684994843,0.0114884709573191
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-10-14,-0.0118891081233102,-0.0119015675778268,0.0533660841012101,1.2459454516655768e-05,0.7,0.0262890583851107,0.0263343198994115,0.0262890583789275,0.2210875633365502,0.0,0.0089035576398713,0.0088759267775652,0.0089035576331684,0.0266830420506051,0.0,1.7807115279742623e-06,1.775185355513058e-06,8.903557633168447e-06,0.0,0.7,1.8485811085217865,80837.52445989528,-0.17769164155488548,asset_specific,-0.0118891081233102,-0.0119015675778268
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-10-21,0.0312826170022921,0.0312805982209114,0.0086067704992645,2.018781380713089e-06,0.7000000000000001,0.0277366887984018,0.0277424443222693,0.0277366887924108,0.216784178086918,1.1102230246251563e-16,0.001447630413291,0.0014081244228578,0.0014476304134832,0.0043033852496322,2.2204460492503132e-20,2.8952608265821813e-07,2.8162488457156093e-07,1.4476304134832876e-06,0.0,0.7000000000000001,1.8542428949866834,83366.17058369837,-0.15196934418066665,asset_specific,0.0312826170022921,0.0312805982209114
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-10-28,0.0267786477234121,0.0267359067872062,0.2055158517201007,4.274093620593854e-05,0.680447927098061,1.901658876533162e-12,9.968953068717717e-06,2.331983786008414e-16,0.3195421039469683,0.019552072901939,0.0277366887965002,0.0277324753692005,0.0277366887924105,0.1027579258600503,3.910414580387811e-06,5.547337759300046e-06,5.546495073840119e-06,2.773668879241057e-05,0.0,0.680447927098061,1.7695465149848115,85595.04074963045,-0.12929647561398772,asset_specific,0.0267786477234121,0.0267359067872062
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-11-04,-0.0225140566445855,-0.0225163125058092,0.0225586122372999,2.255861223731728e-06,0.6914564429842429,4.155540096660253e-12,0.0002807591832807,2.3882894596835292e-15,0.3082627978283183,0.0110085158861819,2.253881220127091e-12,0.000270790230212,2.155091081082688e-15,0.0112793061186499,2.2017031772363806e-06,4.507762440254182e-16,5.4158046042416e-08,2.1550910810826883e-18,0.0,0.6914564429842429,1.7447803555386678,83667.7560631643,-0.14890150826897264,asset_specific,-0.0225140566445855,-0.0225163125058092
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-11-11,0.0183349746933619,0.0182586100451184,0.7620403076279445,7.63646482434978e-05,0.310436289170273,3.4999213055794105e-10,0.0010838462409516,6.829706296004293e-17,0.6884798642387832,0.3810201538139699,3.4583659046128086e-10,0.0008030870576708,2.3199923967234864e-15,0.3802170664104648,7.620403076279398e-05,6.916731809225617e-14,1.6061741153417645e-07,2.3199923967234864e-18,0.0,0.6884798642387832,1.7532282565627453,85195.4129944717,-0.13336163279846747,asset_specific,0.0183349746933619,0.0182586100451184
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-11-18,-0.0016463914560591,-0.0017320400419008,0.2767052288554657,8.56485858417214e-05,0.1720836747425401,0.0407644590286007,0.0463874072002696,0.0407644590285895,0.7,0.1383526144277329,0.0407644586786086,0.0453035609593179,0.0407644590285894,0.0115201357612167,2.767052288554658e-05,8.152891735721725e-06,9.060712191863588e-06,4.07644590285895e-05,0.0,0.7,1.9044424485090814,85047.85112777901,-0.13486268515230793,asset_specific,-0.0016463914560591,-0.0017320400419008
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,7,2022-11-25,0.0044995996402628,0.0044362248193706,0.1910180519163156,6.337482089216842e-05,0.2675927007006979,0.009300445893168,0.0138064075136761,0.0093004458924579,0.7,0.0955090259581578,0.0314640131354327,0.0325809996865935,0.0314640131361316,0.0,1.9101805191631563e-05,6.29280262708654e-06,6.516199937318701e-06,3.146401313613161e-05,0.0,0.7,1.7794561071750357,85425.1425157862,-0.131024741524017,asset_specific,0.0044995996402628,0.0044362248193706
