protocol,candidate,metric,mean_of_seed_metrics,median_of_seed_metrics,std_of_seed_metrics,minimum_of_seed_metrics,maximum_of_seed_metrics,p10_of_seed_metrics,p90_of_seed_metrics,n_seeds,metric_of_mean_path,metric_of_median_return_path,difference,relative_difference,primary_value,primary_method
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,mean_btc_weight,0.0651017165246665,0.06327280147667742,0.02936873651047986,0.01620016902042926,0.12374677291550502,0.04008316446458067,0.09059179315114982,10,0.0651017165246665,,0.0,0.0,0.0651017165246665,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,mean_cash_transaction_cost_contribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,0.0,,0.0,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,mean_btc_transaction_cost_contribution,3.4565123390566e-05,3.208476710533229e-05,1.2641931382497233e-05,1.701880238689017e-05,5.782022391753755e-05,2.2158523229257844e-05,5.005708351215733e-05,10,3.456512339056599e-05,,-6.776263578034403e-21,-1.9604337879736534e-16,3.4565123390566e-05,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,dsr_score,0.33724303975723063,0.27959115665041356,0.23465762401463844,0.09708220191734968,0.7348383853066631,0.12924591721648218,0.704747209772636,10,0.27959115665041356,,-0.05765188310681707,-0.1709505499307521,0.33724303975723063,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,cumulative_return,0.23911163741411098,0.2328189417745955,0.238272095249849,-0.10180973705516849,0.6670252506431913,-0.036602097657468476,0.5529545394064115,10,0.23231092210102222,0.18140871037789874,-0.006800715313088762,-0.028441590658805062,0.23911163741411098,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,annualized_return,0.047059535641156405,0.04884607455130885,0.045828885211536864,-0.024191246281836554,0.12361723333733532,-0.00851448082949996,0.10554272067028,10,0.04879496611691381,0.0387530671346521,0.0017354304757574018,0.036877339568129164,0.047059535641156405,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,annualized_volatility,0.10280411044803288,0.09978452689567523,0.016505057511438777,0.08285470980587342,0.13356030341499092,0.08720476965160445,0.11961414043152443,10,0.07594821060106333,0.06650276234845168,-0.026855899846969553,-0.2612337165306743,0.10280411044803288,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,sharpe,0.5180260605288036,0.6018625922122978,0.39729561646526185,-0.11649093025179835,1.121188531429676,-0.010795247463473883,0.9255994805322026,10,0.6653900842299352,0.6050245651611358,0.14736402370113155,0.2844722204722705,0.5180260605288036,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,sortino,0.7780577058112079,0.8383664284909018,0.687033117982255,-0.24664691146377474,1.9191534437574669,-0.1015785495249636,1.5130267940968172,10,0.9654725393935006,0.8736449605992355,0.18741483358229272,0.24087523609433675,0.7780577058112079,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,calmar,0.36795214187383,0.35226274104343247,0.35222649558785163,-0.0618029222729448,1.0564495204002258,-0.03174349947244812,0.780423716115774,10,0.28382659921086417,0.23842325320716615,-0.08412554266296585,-0.22863175149504175,0.36795214187383,mean_of_metrics_across_ten_full_oos_seed_histories
