protocol,profile,strategy_name,strategy_type_average_path,strategy_group_average_path,base_candidate_average_path,feature_family_average_path,constraint_status_average_path,robust_score_average_path,original_mandate_aware_score_average_path,profile_score_average_path,profile_multiplier_average_path,profile_eligible_average_path,failed_constraints_average_path,annualized_return_average_path,annualized_volatility_average_path,sharpe_average_path,max_drawdown_average_path,average_turnover_average_path,average_effective_number_of_assets_average_path,average_max_weight_average_path,max_drawdown_limit_average_path,max_annualized_volatility_limit_average_path,min_effective_assets_average_path,max_average_turnover_limit_average_path,drawdown_pass_average_path,volatility_pass_average_path,effective_assets_pass_average_path,turnover_pass_average_path,drawdown_multiplier_average_path,volatility_multiplier_average_path,effective_assets_multiplier_average_path,turnover_multiplier_average_path,profile_rank_average_path,profile_eligible_rank_average_path,strategy_type_seed_aggregated,strategy_group_seed_aggregated,base_candidate_seed_aggregated,feature_family_seed_aggregated,constraint_status_seed_aggregated,robust_score_seed_aggregated,original_mandate_aware_score_seed_aggregated,profile_score_seed_aggregated,profile_multiplier_seed_aggregated,profile_eligible_seed_aggregated,failed_constraints_seed_aggregated,annualized_return_seed_aggregated,annualized_volatility_seed_aggregated,sharpe_seed_aggregated,max_drawdown_seed_aggregated,average_turnover_seed_aggregated,average_effective_number_of_assets_seed_aggregated,average_max_weight_seed_aggregated,max_drawdown_limit_seed_aggregated,max_annualized_volatility_limit_seed_aggregated,min_effective_assets_seed_aggregated,max_average_turnover_limit_seed_aggregated,drawdown_pass_seed_aggregated,volatility_pass_seed_aggregated,effective_assets_pass_seed_aggregated,turnover_pass_seed_aggregated,drawdown_multiplier_seed_aggregated,volatility_multiplier_seed_aggregated,effective_assets_multiplier_seed_aggregated,turnover_multiplier_seed_aggregated,profile_rank_seed_aggregated,profile_eligible_rank_seed_aggregated,rank_changed
zero_cash,conservative,Equal_Weight,benchmark,,,,,0.5652576816556425,0.3755323335057142,0.1727361986910534,0.3055884144468559,False,drawdown;volatility,0.0991563667059947,0.1302191770174849,0.7913205232039142,-0.2512975002879043,0.0,4.999999999999999,0.2,-0.1,0.1,3.0,0.05,False,False,True,True,0.397934718353477,0.7679360466743901,1.0,1.0,2,,benchmark,,,,,0.5302576816556425,0.35227987343440254,0.16204060418541358,0.30558841444685614,False,drawdown;volatility,0.0991563667059947,0.1302191770174849,0.7913205232039142,-0.2512975002879043,0.0,4.999999999999999,0.2,-0.1,0.1,3.0,0.05,False,False,True,True,0.397934718353477,0.7679360466743905,1.0,1.0,2,,False
zero_cash,conservative,rolling_risk_parity_inverse_vol_12p,benchmark,,,,,0.5750337680629098,0.3623593244871615,0.1444167518715427,0.2511448194738769,False,drawdown;volatility;turnover,0.0870721448064411,0.1123861908810632,0.7993464897270386,-0.269991400919034,0.065611942559803,3.350499299521307,0.3811193362167304,-0.1,0.1,3.0,0.05,False,False,True,False,0.3703821664675474,0.8897890320513542,1.0,0.7620563886586148,3,,benchmark,,,,,0.5400337680629098,0.3403039651996994,0.13562668318995727,0.2511448194738774,False,drawdown;volatility;turnover,0.0870721448064411,0.1123861908810632,0.7993464897270386,-0.269991400919034,0.065611942559803,3.350499299521307,0.3811193362167304,-0.1,0.1,3.0,0.05,False,False,True,False,0.37038216646754746,0.8897890320513546,1.0,0.7620563886586157,3,,False
zero_cash,conservative,Equal_Weight_Risky,benchmark,,,,,0.5697632357178978,0.0,0.1145345997941177,0.2010213938247611,False,drawdown;volatility,0.1224723954714679,0.1627739712718562,0.7913205232039137,-0.3056136591486704,0.0,4.0,0.25,-0.1,0.1,3.0,0.05,False,False,True,True,0.3272105058346017,0.614348837339512,1.0,1.0,4,,benchmark,,,,,0.5347632357178977,0.0,0.10749885101025115,0.20102139382476125,False,drawdown;volatility,0.1224723954714679,0.1627739712718562,0.7913205232039137,-0.3056136591486704,0.0,4.0,0.25,-0.1,0.1,3.0,0.05,False,False,True,True,0.32721050583460176,0.6143488373395122,1.0,1.0,4,,False
zero_cash,conservative,BuyHold_GLD,benchmark,,,,,0.9074901111488644,0.7170109057841568,0.1047849003386085,0.11546671313691,False,drawdown;volatility;effective_assets,0.2257082377484229,0.1664043116160493,1.3081884451675567,-0.1734831770796148,0.0,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,True,0.5764247674234607,0.6009459672579496,0.3333333333333333,1.0,5,,benchmark,,,,,0.8724901111488644,0.6893572912773549,0.10074356537881671,0.11546671313691007,False,drawdown;volatility;effective_assets,0.2257082377484229,0.1664043116160493,1.3081884451675567,-0.1734831770796148,0.0,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,True,0.5764247674234607,0.6009459672579496,0.3333333333333333,1.0,5,,False
zero_cash,conservative,60_40_SPY_TLT,benchmark,,,,,0.4291338837471878,0.2873988885795697,0.0885921070994692,0.2064439804330641,False,drawdown;volatility;effective_assets,0.0365960183849269,0.1250640395691306,0.3496406498886238,-0.2482794217772905,0.0,1.9230769230769231,0.5999999999999998,-0.1,0.1,3.0,0.05,False,False,False,True,0.4027720029479573,0.7995903566246457,0.6410256410256411,1.0,6,,benchmark,,,,,0.3941338837471878,0.26395874208624154,0.08136656778431209,0.20644398043306433,False,drawdown;volatility;effective_assets,0.0365960183849269,0.1250640395691306,0.3496406498886238,-0.2482794217772905,0.0,1.9230769230769231,0.5999999999999998,-0.1,0.1,3.0,0.05,False,False,False,True,0.4027720029479574,0.7995903566246463,0.6410256410256411,1.0,6,,False
zero_cash,conservative,rolling_markowitz_long_only_52p,benchmark,,,,,0.9001860655429608,0.6599855630938487,0.0599487616757647,0.0665959671788584,False,drawdown;volatility;effective_assets;turnover,0.2761936033774554,0.2245106918365903,1.1988242479757492,-0.2106307713462841,0.1038355667511928,1.9620233202532145,0.5909031263913668,-0.1,0.1,3.0,0.05,False,False,False,False,0.4747644390267963,0.4454130855949828,0.6540077734177382,0.4815305734287388,7,,benchmark,,,,,0.8651860655429607,0.6343247629632093,0.05761790282450472,0.06659596717885849,False,drawdown;volatility;effective_assets;turnover,0.2761936033774554,0.2245106918365903,1.1988242479757492,-0.2106307713462841,0.1038355667511928,1.9620233202532145,0.5909031263913668,-0.1,0.1,3.0,0.05,False,False,False,False,0.47476443902679644,0.4454130855949828,0.6540077734177382,0.48153057342873923,7,,False
zero_cash,conservative,BuyHold_SPY,benchmark,,,,,0.5938067192979866,0.4216141159237923,0.0523597315249482,0.0881763877425457,False,drawdown;volatility;effective_assets,0.1209506174024004,0.1681668290824719,0.7634141117043921,-0.2247947201487099,0.0,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,True,0.4448503057983138,0.5946475921892911,0.3333333333333333,1.0,8,,benchmark,,,,,0.5588067192979865,0.3967634472166779,0.04927355795395919,0.08817638774254577,False,drawdown;volatility;effective_assets,0.1209506174024004,0.1681668290824719,0.7634141117043921,-0.2247947201487099,0.0,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,True,0.4448503057983139,0.5946475921892913,0.3333333333333333,1.0,8,,False
zero_cash,conservative,V3_real_macro_vintage_clean_no_dxy_cap_0p70,td3,,V3_real_macro_vintage_clean_no_dxy,,,0.5287499607752029,0.4150685554584873,0.0352156214479781,0.0666016530693418,False,drawdown;effective_assets;turnover,0.0875388966454899,0.0976987712376244,0.9083162623487628,-0.1769549422972136,0.2767384531097496,1.9568992412966464,0.6571236875240694,-0.1,0.1,3.0,0.05,False,True,False,False,0.56511560910257,1.0,0.6522997470988822,0.1806760117292803,9,,td3,,V3_real_macro_vintage_clean_no_dxy,,,0.5395905702200859,0.40881352664073667,0.026205980147480594,0.048566416082460095,False,drawdown;volatility;effective_assets;turnover,0.08461653495374341,0.12439220287226549,0.7327139951044506,-0.19508257989693986,0.2767384531097496,1.9568992412966466,0.6571236875240694,-0.1,0.1,3.0,0.05,False,False,False,False,0.5126034321097711,0.8039089082029275,0.6522997470988822,0.1806760117292803,10,,True
zero_cash,conservative,trend_spy_cash_12p,benchmark,,,,,0.6205999769023157,0.5001067779412814,0.0337461266355184,0.0543766160030492,False,drawdown;volatility;effective_assets;turnover,0.0854594424902874,0.1074537825814774,0.8174290189188304,-0.1625884610537178,0.175438596491228,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,False,0.6150497972113831,0.9306326645520776,0.3333333333333333,0.285,10,,benchmark,,,,,0.5855999769023156,0.47190223736860254,0.031842945075411744,0.054376616003049286,False,drawdown;volatility;effective_assets;turnover,0.0854594424902874,0.1074537825814774,0.8174290189188304,-0.1625884610537178,0.175438596491228,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,False,0.6150497972113832,0.9306326645520782,0.3333333333333333,0.28500000000000014,9,,True
zero_cash,conservative,V7_real_macro_vintage_clean_no_dxy_garch_cap_0p80,td3,,V7_real_macro_vintage_clean_no_dxy_garch,,,0.5204788152276412,0.4152468984336249,0.0284557387896658,0.054672232485044,False,drawdown;effective_assets;turnover,0.0897674824933962,0.0842972270558551,1.062484720081153,-0.16817981761958,0.3082727552705845,1.700697525644915,0.7292414311385291,-0.1,0.1,3.0,0.05,False,True,False,False,0.5946016675211194,1.0,0.5668991752149717,0.1621940283244064,11,,td3,,V7_real_macro_vintage_clean_no_dxy_garch,,,0.4693060776497923,0.3435010487627105,0.016029334070057924,0.03415539417330837,False,drawdown;volatility;effective_assets;turnover,0.08612999104700117,0.12734486503333614,0.6809663574928227,-0.21139754829846505,0.30827275527058445,1.7006975256449153,0.7292414311385291,-0.1,0.1,3.0,0.05,False,False,False,False,0.4730423829646945,0.7852691977318611,0.5668991752149718,0.1621940283244065,12,,True
