protocol,strategy_name,seed,date,financial_net_return
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-01-26,-0.0038108702873852
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-02-02,0.0199350900935575
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-02-09,-0.0144868996252343
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-02-16,-0.0096565640459806
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-02-23,0.0123682445180312
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-03-01,0.0151082799613872
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-03-08,0.0141868584508605
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-03-15,-0.0189742673454422
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-03-22,0.0060312008929062
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-03-29,0.0119507402199275
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-04-05,0.0056141356553762
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-04-12,0.0018211641749047
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-04-19,0.0036204675286613
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-04-26,-0.0169910905814598
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-05-03,0.0025544552293908
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-05-10,0.0160884858396198
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-05-17,0.0192870671633994
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-05-24,-0.0174654485650914
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-05-31,-0.0084172295342609
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-06-07,0.001344273087212
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-06-14,0.027582943377988
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-06-21,-0.0065691405982199
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-06-28,-0.0165439328117818
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-07-05,0.0175552937964312
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-07-12,0.0128806763980102
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-07-19,-0.0068942001064468
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-07-26,-0.0003946881621445
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-08-02,0.0383644205747421
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-08-09,-0.015185087659738
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-08-16,0.0185985396178658
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-08-23,0.0059649802721675
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-08-30,-0.0153840841378913
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-09-06,0.0212977423233051
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-09-13,0.0171066866444864
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-09-20,-0.0059495538493174
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-09-27,0.0015795324716828
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-10-04,-0.0160428946816281
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-10-11,-0.0109075580470975
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-10-18,0.0101927637455206
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-10-25,-0.0086235941703675
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-11-01,-0.0080534795145025
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-11-08,0.0086211916730281
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-11-15,-0.0355387822331381
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-11-22,0.0288852569614462
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-11-29,0.0078802091367389
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-12-06,0.0043469851182696
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-12-13,-0.0302294839335923
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-12-20,-0.0134236166365997
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2024-12-27,-0.0088578194769319
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-01-03,0.0051869363213572
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-01-10,0.0124797380659811
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-01-17,0.0028299377692303
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-01-24,0.016591893526362
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-01-31,0.0076094847436979
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-02-07,0.0138973937437026
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-02-14,0.0060084343979968
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-02-21,0.0111042076485186
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-02-28,-0.0206347511347529
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-03-07,0.0122241741738428
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-03-14,0.0163854998865111
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-03-21,0.009098785089364
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-03-28,0.0109340860057137
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-04-04,-0.0076902136964279
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-04-11,0.0421548531831557
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-04-18,0.0201549118406049
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-04-25,0.0048143170766482
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-05-02,-0.0161418447886635
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-05-09,0.0204651797832314
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-05-16,-0.0286456116389516
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-05-23,0.0368314907626985
