protocol,strategy_name,strategy_type,date,portfolio_return,financial_net_return,turnover,transaction_cost,weight_SPY,weight_TLT,weight_GLD,weight_BTC-USD,weight_CASH,asset_turnover_SPY,asset_turnover_TLT,asset_turnover_GLD,asset_turnover_BTC-USD,asset_turnover_CASH,asset_transaction_cost_contribution_SPY,asset_transaction_cost_contribution_TLT,asset_transaction_cost_contribution_GLD,asset_transaction_cost_contribution_BTC-USD,asset_transaction_cost_contribution_CASH,diagnostic_max_weight,diagnostic_effective_assets,portfolio_value,drawdown,transaction_cost_mode,gross_return,net_return
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-03-18,0.01688568447772528,0.01675811641520681,0.5108065923912146,0.00012756806251843888,0.3066906226718665,0.07887468848726233,0.13187843026265086,0.03886493020781423,0.4436913283704061,0.136583219420002,0.07197878728589856,0.11105731773294084,0.06364419763069504,0.12754307032167805,2.7316643883999325e-05,1.4395757457179719e-05,2.221146354658752e-05,6.364419763069431e-05,0.0,0.675829872646967,1.894275424152103,94442.8324273041,-0.02978563318803118,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-03-25,0.007946599375767641,0.00784561202645439,0.45593399466185447,0.0001009873493132127,0.3791932181795392,0.07390801277064964,0.08557952115008158,0.03535488307064273,0.4259643648290868,0.163125493479177,0.04830873062969004,0.09304604744921649,0.04009129500161833,0.11136242810215247,3.2625098695835406e-05,9.661746125938018e-06,1.8609209489833593e-05,4.009129500160963e-05,0.0,0.6240085894504878,2.058116982748248,95183.79424920818,-0.02217370768353244,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-04-01,0.0035368041392797103,0.0035065938155321,0.14250589586388113,3.0210323747618344e-05,0.37515146797276067,0.09308748626714011,0.09558146084997314,0.04628512425705056,0.3898944606530754,0.03272834371485088,0.023886550075813036,0.023504893583600493,0.014186366272765382,0.04819974221685117,6.545668742970184e-06,4.777310015162617e-06,4.700978716720108e-06,1.418636627276543e-05,0.0,0.6399803314194343,2.043320953086199,95517.56515346133,-0.018744868054230812,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-04-08,-0.0074677213799826505,-0.00752596862147883,0.2969531959132442,5.824724149616604e-05,0.38172476330624827,0.04309541406006613,0.1602978711499622,0.027284208304309315,0.387597743179414,0.05302674888189378,0.05143527890926438,0.07019203828541316,0.023316428280858732,0.09898270155581397,1.0605349776378765e-05,1.0287055781852888e-05,1.4038407657082641e-05,2.3316428280858774e-05,0.0,0.6320973905880095,2.0373515145885484,94798.70295531632,-0.026129763386919858,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-04-15,-0.008749360743150783,-0.00882373386768843,0.3797350135358654,7.437312453763536e-05,0.32011460426056804,0.0923022848509213,0.1618416313640838,0.02005929846572961,0.40568218105869713,0.08372177845645963,0.057147813512097044,0.10852162240440219,0.02449488166304477,0.10584891749986165,1.674435569129194e-05,1.1429562702419415e-05,2.170432448088045e-05,2.449488166304458e-05,0.0,0.6598706460874144,1.9680598930916706,93962.22442943655,-0.034722935176456415,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-04-22,-0.012640770193870072,-0.01269964640993147,0.350853155280415,5.8876216061398146e-05,0.3439925953595179,0.1536489811411594,0.09518848038631887,0.02502020763094101,0.3821497354820626,0.08427693457638676,0.11290729524808933,0.07147685580547374,0.005143998935414916,0.07704807071505015,1.6855386915277358e-05,2.2581459049613164e-05,1.4295371161094754e-05,5.143998935414937e-06,0.0,0.649378243753255,2.0399130556929337,92768.93740329209,-0.04698161258733191,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-04-29,-0.01617474730547528,-0.01624371011595084,0.357846348435787,6.896281047556514e-05,0.3601561212411514,0.08043817676116045,0.18301790601846496,0.018021828887882844,0.3583659670913403,0.0903147279833075,0.11898844678250228,0.08948133067804384,0.00920590938679838,0.04985593360513487,1.8062945596661507e-05,2.3797689356499455e-05,1.7896266135608776e-05,9.20590938679841e-06,0.0,0.6438199727515866,1.9569409998373266,91262.02567634822,-0.062462167007634295,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-05-06,-0.00669056936885723,-0.006721150534584381,0.1890166763443186,3.058116572713108e-05,0.3835113205152412,0.07583152272212618,0.1697945838995938,0.016528085889224463,0.35433448697381426,0.04133153856068466,0.010125984106216996,0.07921468417320726,0.004446724359118375,0.05389774514509118,8.26630771213694e-06,2.0251968212434024e-06,1.584293683464146e-05,4.446724359118404e-06,0.0,0.6232835170158643,1.928809327087005,90648.63986368639,-0.06876349991504382,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-05-13,-0.02016368853248923,-0.020199100580094782,0.24394193191368937,3.541204760556581e-05,0.3697018363749569,0.08724505997574596,0.24926151657757134,0.020637159378848233,0.2731544276928774,0.03678926662078854,0.015665154131748148,0.08075960239495991,0.008769242976066429,0.10195866579012622,7.357853324157715e-06,3.1330308263496354e-06,1.6151920478991987e-05,8.769242976066467e-06,0.0,0.6655865643257944,1.8722240287424121,88817.618869631,-0.08757363964411535,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-05-20,-0.00720463401228945,-0.007263596511603331,0.2686276833484829,5.896249931385618e-05,0.421472496935714,0.08339367958675392,0.19566734963234203,0.033906025175875695,0.2655604486693143,0.05608519281309948,0.014892957573959812,0.07650676457729712,0.029465516320992296,0.09167725206313407,1.1217038562619897e-05,2.9785915147919695e-06,1.530135291545943e-05,2.946551632098926e-05,0.0,0.6750122120508462,1.852033860101916,88172.48352304063,-0.09420113657229123,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-05-27,0.028562423201479246,0.02853375593435714,0.15076370324555569,2.8667267122126256e-05,0.4289529270677678,0.09453595926822397,0.14463646869958743,0.04067042966248899,0.29120421530193175,0.008810438282070863,0.013593937117343205,0.06655852955217996,0.010874686131815373,0.05092611216214615,1.7620876564141764e-06,2.7187874234686476e-06,1.3311705910436003e-05,1.0874686131815407e-05,0.0,0.6825169043195383,1.8753028346005434,90688.37564801321,-0.06835529287762676,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-06-03,-0.00526591029311811,-0.0053319887379099495,0.3848221284555879,6.607844479183119e-05,0.4314733136549636,0.05992780482085632,0.14140310391753255,0.03430237872126961,0.3328933988853778,0.030761301552880073,0.05472854260458639,0.12020054620598837,0.02494036671914266,0.15419137137299024,6.152260310576021e-06,1.094570852091729e-05,2.4040109241190235e-05,2.4940366719142705e-05,0.0,0.664374607341716,1.960217902062452,90204.82625039865,-0.0733228119637368,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-06-10,-0.02207070126260399,-0.02209838004169981,0.1462940909685274,2.767877909579723e-05,0.4339249197502104,0.06188509479002811,0.14622349743813373,0.028939284926765747,0.32902720309486183,0.028679597644779085,0.014269313649464715,0.026629248999656706,0.013763147037017084,0.06295278363760969,5.735919528955823e-06,2.8538627298929507e-06,5.325849799931347e-06,1.376314703701711e-05,0.0,0.6648528324390506,1.908223186890271,88211.44571832183,-0.09380087664093595,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-06-17,-0.032597212077628106,-0.032666306052566776,0.3770566955587607,6.909397493864223e-05,0.367241461336891,0.07884083206651846,0.2428572969735431,0.019622089278600284,0.291438320344447,0.06959261300496716,0.044870197322844224,0.11494678759088832,0.023212055354915835,0.12443504228514501,1.3918522600993438e-05,8.974039464568853e-06,2.2989357518177667e-05,2.3212055354915883e-05,0.0,0.6312940384413097,1.9182284206770273,85329.90363514776,-0.12340305454915079,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-06-24,0.02212028313657472,0.02207922159444986,0.22023639412200074,4.106154212486422e-05,0.3361474828374821,0.12734935653149998,0.22811363657041409,0.024061855913241732,0.284327668147362,0.06449106046791189,0.04937465809216116,0.03543233262217501,0.011201931888419416,0.05973641105133306,1.2898212093582386e-05,9.874931618432242e-06,7.0864665244350115e-06,1.1201931888419465e-05,0.0,0.6513468725690356,1.9256651101414994,87213.92148614123,-0.10404847634152359,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-07-01,-0.01041043065220071,-0.01046707280892558,0.299009622222058,5.664215672488873e-05,0.39826346704696436,0.09534689948810772,0.17346457822071198,0.027435288422722727,0.3054897668214931,0.08652377736234303,0.05147111026433961,0.06716907813323655,0.015609363572908961,0.0782362928892297,1.7304755472468616e-05,1.0294222052867931e-05,1.3433815626647322e-05,1.5609363572909e-05,0.0,0.644105984855181,1.9194433053133184,86301.04701999387,-0.11342646617292473,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-07-08,-0.0006702727265835603,-0.0007074307449848399,0.2274760050515264,3.7158018401278106e-05,0.3554668084903347,0.12152055089259059,0.19989366897832447,0.023753747375410555,0.29936522426333956,0.04811092198117087,0.04230713048236255,0.03948457671868079,0.011177492564839946,0.08639588330447213,9.622184396234183e-06,8.461426096472517e-06,7.896915343736165e-06,1.1177492564839974e-05,0.0,0.665362875930313,1.9519574370839243,86239.99500600755,-0.11405365554844382,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-07-15,-0.00705265961835721,-0.00721462731212986,0.4689697329208342,0.00016196769377260913,0.33651350524467305,0.11833407621561956,0.11417901853022012,0.1336219386623264,0.29735146134716073,0.0995656229476406,0.0518157492836255,0.10822452293904121,0.11004651473857019,0.0993173230119566,1.991312458952194e-05,1.036314985672511e-05,2.1644904587799555e-05,0.00011004651473855084,0.0,0.6789161147931406,1.9580994310109663,85617.80558263927,-0.12044542824220561,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-07-22,0.0227442461789641,0.02270879789965971,0.12341788572482874,3.544827930437878e-05,0.3476786478917072,0.11579272654885593,0.11387083599345396,0.11269986251021225,0.3099579270557705,0.02396226258938936,0.006597390404345027,0.014382565680666402,0.026459835569508334,0.05201583148091952,4.792452517877877e-06,1.3194780808690113e-06,2.8765131361332892e-06,2.645983556950014e-05,0.0,0.6975135044101196,1.899457705077769,87562.08302622777,-0.1004718012304362,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-07-29,0.02317616936525982,0.023118064387545857,0.18406955818241183,5.810497771396129e-05,0.3379641870970212,0.10784575730823645,0.1411073290824349,0.140215252961503,0.27286747355080443,0.040285383620316445,0.014457889110325774,0.03401479794292416,0.04035336357925883,0.054958123929586475,8.057076724063295e-06,2.891577822065161e-06,6.80295958858484e-06,4.035336357925416e-05,0.0,0.6639531756480539,2.0066171911589237,89586.34889953575,-0.0796764504128682,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-08-05,-0.0019726127184232596,-0.00202113358057232,0.20831394264755385,4.852086214905172e-05,0.2660725666792726,0.1047034229411234,0.1541004414251307,0.15607232300591772,0.3190512459485554,0.08106215502982542,0.005759179589486853,0.028881700106298376,0.02538025520394151,0.06723065271800158,1.6212431005965093e-05,1.1518359178973743e-06,5.776340021259682e-06,2.5380255203932444e-05,0.0,0.6375931021981948,1.9925310179345535,89405.28292141404,-0.08153654724393011,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-08-12,0.01852003260752596,0.018506318318578352,0.08002806527045477,1.3714288947614304e-05,0.2808051383334264,0.10461084339865616,0.16090765307793456,0.1584967310608478,0.29517963412913495,0.031150506815210182,0.0018708158395692182,0.009626271250417552,0.0051847701665748746,0.03219570119868288,6.230101363042042e-06,3.7416316791384813e-07,1.9252542500835143e-06,5.1847701665748985e-06,0.0,0.6598528541931292,1.976486121899174,91059.84554652027,-0.06453917022324585,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-08-19,-0.03529136718753318,-0.03532239032732106,0.1657123750374962,3.102313978787984e-05,0.2935846086569856,0.10613181685117853,0.1513457956103588,0.17259609052255348,0.2763416883589235,0.06055927271850474,0.003297282000614018,0.01801460757303442,0.014648907329449155,0.06919230541589377,1.2111854543700954e-05,6.594564001228077e-07,3.6029215146068912e-06,1.4648907329449184e-05,0.0,0.663255572299726,1.9431596904091244,87843.39413898051,-0.09758188278854008,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-08-26,-0.01956831033256847,-0.019621294005845998,0.24918956966094266,5.2983673277519956e-05,0.37043575247830124,0.11218582160515869,0.11123933528330956,0.1595384233138823,0.24660066731934807,0.09703548607429316,0.015361095502413815,0.05369749629002448,0.019764857704174844,0.06333063409003617,1.9407097214849878e-05,3.0722191004827705e-06,1.0739499258004906e-05,1.976485770417489e-05,0.0,0.6813533874736325,1.927550157729313,86119.79307610817,-0.11528849398254815,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-09-02,-0.01896134753792309,-0.018984378160494312,0.09120130887575206,2.3030622571212622e-05,0.3475609779941647,0.12402395990694803,0.12700191435595548,0.16290023914265073,0.23851290860028093,0.024507179514826533,0.01646471841399213,0.020096348847846727,0.010816973215879487,0.01931608888320708,4.901435902965313e-06,3.292943682798433e-06,4.019269769569351e-06,1.0816973215879526e-05,0.0,0.6807143580572727,1.9526795153753915,84484.86235724781,-0.13208419177572384,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-09-09,0.02239122556090768,0.02237716715096482,0.08193803314396819,1.4058409942864338e-05,0.3401418672178575,0.12154487952041707,0.1188781027273779,0.1645075743796774,0.25492757615466993,0.017140701741781002,0.007017288648369686,0.014581853165117975,0.006310441231810555,0.03688774835688885,3.428140348356207e-06,1.4034577296739427e-06,2.916370633023603e-06,6.310441231810584e-06,0.0,0.6672975283596466,1.9867277172381441,86375.39424394218,-0.11266269466212464,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-09-16,-0.0323294041069005,-0.03237262864287106,0.21556979716357683,4.322453597054691e-05,0.33144666089887803,0.10737654700390002,0.13202910879864732,0.15886727450878776,0.2702804087897868,0.08342631967946976,0.02402194334242536,0.019540027192147518,0.017826877927747925,0.07075462902178611,1.668526393589396e-05,4.80438866848508e-06,3.908005438429511e-06,1.7826877927747978e-05,0.0,0.6736667741900635,1.9618302288471612,83579.19568220146,-0.1413881357287936,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-09-23,-0.024529037538178058,-0.02458341989236661,0.303669613654175,5.438235418854592e-05,0.34996874417838997,0.10908876056285848,0.17944680728858126,0.16195324984375994,0.19954243812641018,0.07278531931062579,0.014725789388119906,0.07639044772403067,0.02160204290399698,0.11816601432740155,1.4557063862125167e-05,2.945157877623991e-06,1.5278089544803266e-05,2.1602042903997027e-05,0.0,0.6882400681534668,1.9038974270809068,81524.53322047963,-0.16249575171274033,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-09-30,-0.01047357924850669,-0.01048459325218829,0.048688776191229896,1.1014003681570465e-05,0.34535559383747083,0.10863662090918595,0.17338095807119402,0.1574328205427809,0.2151940066393682,0.008023673626132105,0.003238925150945591,0.007343305152018276,0.007292822895751219,0.022790049366382608,1.604734725226426e-06,6.477850301891233e-07,1.468661030403661e-06,7.292822895751254e-06,0.0,0.68459004657731,1.8917981836329143,80669.78164958837,-0.17127664310301205,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-10-07,0.00813046930021535,0.00810837485055732,0.10276872572085642,2.2094449658039565e-05,0.33213789193516663,0.1140915549640363,0.16363866895487872,0.14778808281556555,0.24234380133035263,0.03539092667897596,0.013453827513570337,0.010488972956505893,0.010227704228229075,0.03320729434357502,7.0781853357952006e-06,2.690765502714073e-06,2.0977945913011876e-06,1.0227704228229102e-05,0.0,0.6545021127285412,1.9529590676134212,81323.88247831585,-0.16455704347787914,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-10-14,-0.014822500821773901,-0.014839910639675371,0.09081107233389356,1.7409817901477884e-05,0.3460650130461321,0.0984316486041169,0.15714328051636736,0.14420201241895764,0.25415804541442594,0.022485200856124474,0.02151336929513001,0.010096494695940003,0.0065908049320389395,0.030125202554660013,4.4970401712248996e-06,4.302673859026005e-06,2.019298939188006e-06,6.5908049320389755e-06,0.0,0.6565776176391528,1.9195161125990925,80117.04332946618,-0.17695494229721365,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-10-21,0.010936168242158595,0.010922978459178334,0.10357712019586487,1.318978298026037e-05,0.32339328963234404,0.09311716840533549,0.14002315464994827,0.1433208541717133,0.3001455331406588,0.023880808492995623,0.007964505125920784,0.01755886395879779,0.003308947464717499,0.05086399515343311,4.776161698599129e-06,1.5929010251841634e-06,3.511772791759563e-06,3.3089474647175174e-06,0.0,0.6233266591978479,1.9529744872886188,80992.160067967,-0.1679648388609929,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-10-28,0.027744176068077598,0.027710292172382273,0.2098789192478355,3.388389569532526e-05,0.3525549230745325,0.10085112724693687,0.1273212268943267,0.14495717506360709,0.27431554772059663,0.03938735772021572,0.021592738011232022,0.03098442601887086,0.015490991345268884,0.10242340615224785,7.877471544043151e-06,4.31854760224641e-06,6.196885203774179e-06,1.5490991345268925e-05,0.0,0.6764180879638528,1.8742675362225925,83236.47648712271,-0.14490890144813584,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-11-04,-0.00865383351720817,-0.00869743840860604,0.14706150549159283,4.3604891397861935e-05,0.37436851824300815,0.1067968660416148,0.10910988699203242,0.14074806683170552,0.268976661891639,0.03352556695604039,0.017170425075596185,0.030209131625123464,0.027423866666521596,0.03873251516831103,6.705113391208084e-06,3.434085015119245e-06,6.041826325024701e-06,2.742386666651649e-05,0.0,0.685344468373671,1.894192317033379,82512.53235952658,-0.15234600361153794,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-11-11,0.005348012654044891,0.00529942063188356,0.3008195942515232,4.8592022161317864e-05,0.32786442220723505,0.0949103213522384,0.1688394615497649,0.13565454422502293,0.2727312506657386,0.0629244301327708,0.028786298580894914,0.06569802953635899,0.017110270511321305,0.12630056549017704,1.2584886026554165e-05,5.757259716178993e-06,1.3139605907269455e-05,1.7110270511321348e-05,0.0,0.6778380831660972,1.8972738967836655,82949.80097590161,-0.1478539285343784,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-11-18,-0.0038033624480484905,-0.00385656149456836,0.3050147772604461,5.3199046519862124e-05,0.2746319029644734,0.1144668285617058,0.13700828688984484,0.1350018825243672,0.3388910990596085,0.0709677640381969,0.02743779696081371,0.0550567829282145,0.02250657773442455,0.12904585559879628,1.4193552807639387e-05,5.487559392162752e-06,1.1011356585642907e-05,2.2506577734424602e-05,0.0,0.7,1.8823335496832896,82629.89996747584,-0.15114028226134046,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-11-25,0.00775204338390835,0.00772211639457091,0.17376926645604726,2.9926989337414714e-05,0.3299806775047338,0.10484271330452546,0.14528681684497266,0.12444841149482999,0.2954413808509379,0.060695820683951796,0.01025204777527739,0.02334911088846256,0.011067593467884692,0.06840469364047067,1.2139164136790363e-05,2.0504095550554878e-06,4.669822177692521e-06,1.106759346788473e-05,0.0,0.6838423059064542,1.9189719790392252,83267.97767269643,-0.1445852887182999,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-12-02,0.0167665099298182,0.01673333558820837,0.22897420822544223,3.317434160981385e-05,0.30437513543926475,0.10328353157236929,0.18380703797260306,0.12506326979637888,0.28347102521938383,0.09155881171930355,0.0043023631725971,0.04464316810197118,0.005073473011047012,0.08339639222052322,1.831176234385346e-05,8.604726345194264e-07,8.928633620394245e-06,5.0734730110470555e-06,0.0,0.6598415651709991,1.9313788356368178,84661.32868684511,-0.1302713472873328,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-12-09,-0.012624746985107621,-0.01267848474593897,0.275255308120574,5.3737760831304646e-05,0.37103044898955856,0.04469747677755184,0.17912754113734708,0.12859387913226422,0.276550653963278,0.09926877251325114,0.06771570439331939,0.048387604726497675,0.010663344504699348,0.049219881982806364,1.9853754502649992e-05,1.3543140878660135e-05,9.677520945299545e-06,1.0663344504699361e-05,0.0,0.6443944218261092,2.029162093563042,83587.95132251801,-0.14129818874385647,asset_specific,,
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,TD3,2022-12-16,-0.00886156477345228,-0.0089336259924839,0.38690138065591617,7.206121903161595e-05,0.28631084498332104,0.10155920458813447,0.2284459210058099,0.12272207553843908,0.2609619538842954,0.11054329238759539,0.07733672785359913,0.0705782484872736,0.020369565285936066,0.10807354664151192,2.2108658477511557e-05,1.5467345570716082e-05,1.4115649697454723e-05,2.036956528593609e-05,0.0,0.6687444986879114,1.9142375378952288,82841.20782792469,-0.14896950956468735,asset_specific,,
